n_steps,time,mean_reward
111,0h1min0s,0.59
211,0h2min3s,0.7
367,0h3min4s,0.76
481,0h4min8s,0.77
670,0h5min14s,0.74
787,0h6min17s,0.75
959,0h7min20s,0.76
1153,0h8min29s,0.76
1327,0h9min32s,0.77
1538,0h10min33s,0.75
1764,0h11min34s,0.79
2024,0h12min35s,0.79
2250,0h13min37s,0.79
2499,0h14min40s,0.79
2755,0h15min42s,0.82
3043,0h16min43s,0.84
3274,0h17min44s,0.84
3536,0h18min45s,0.87
3850,0h19min48s,0.89
4116,0h20min55s,0.89
4434,0h21min55s,0.89
4699,0h22min57s,0.89
4966,0h23min58s,0.89
5298,0h25min0s,0.87
5696,0h26min2s,0.86
6052,0h27min3s,0.87
6424,0h28min3s,0.87
6831,0h29min5s,0.88
7248,0h30min5s,0.89
7721,0h31min5s,0.91
8206,0h32min7s,0.94
8606,0h33min8s,0.93
9003,0h34min9s,0.92
9503,0h35min9s,0.91
10137,0h36min10s,0.92
10701,0h37min10s,0.92
11320,0h38min10s,0.91
12033,0h39min12s,0.92
12690,0h40min14s,0.93
13470,0h41min15s,0.93
14347,0h42min16s,0.92
15148,0h43min16s,0.94
15935,0h44min17s,0.94
16776,0h45min17s,0.94
17797,0h46min17s,0.93
18744,0h47min18s,0.93
20037,0h48min20s,0.95
21502,0h49min20s,0.94
23084,0h50min20s,0.95
24290,0h51min20s,0.95
