n_steps,time,mean_reward
110,0h1min6s,0.59
186,0h2min6s,0.67
282,0h3min15s,0.63
417,0h4min15s,0.65
573,0h5min17s,0.66
720,0h6min20s,0.65
992,0h7min24s,0.68
1243,0h8min27s,0.71
1485,0h9min33s,0.76
1728,0h10min36s,0.78
1991,0h11min37s,0.82
2260,0h12min39s,0.83
2471,0h13min40s,0.83
2668,0h14min42s,0.82
2919,0h15min44s,0.82
3146,0h16min46s,0.82
3424,0h17min46s,0.84
3656,0h18min48s,0.84
3920,0h19min52s,0.85
4267,0h20min54s,0.87
4595,0h21min54s,0.87
4972,0h22min55s,0.87
5386,0h23min56s,0.86
5890,0h24min57s,0.88
6485,0h25min59s,0.9
7046,0h26min59s,0.9
7595,0h28min5s,0.9
8374,0h29min5s,0.91
9164,0h30min6s,0.93
10083,0h31min8s,0.91
10836,0h32min9s,0.9
11790,0h33min9s,0.93
13256,0h34min10s,0.94
15104,0h35min10s,0.95
16560,0h36min10s,0.97
18590,0h37min11s,0.98
21861,0h38min11s,0.98
25361,0h39min11s,0.99
32075,0h40min11s,0.99
37568,0h41min12s,0.99
45231,0h42min12s,1.0
51520,0h43min12s,0.99
56898,0h44min12s,0.99
63603,0h45min13s,1.0
81134,0h46min13s,1.0
106897,0h47min14s,1.0
138813,0h48min15s,1.0
184180,0h49min15s,1.0
234894,0h50min15s,1.0
284619,0h51min15s,1.0
