n_steps,time,mean_reward
123,0h1min6s,0.41
275,0h2min8s,0.52
421,0h3min29s,0.56
487,0h5min17s,0.57
632,0h6min19s,0.6
827,0h7min22s,0.63
1048,0h8min22s,0.69
1273,0h9min23s,0.73
1539,0h10min27s,0.75
1755,0h11min27s,0.78
1998,0h12min28s,0.81
2279,0h13min30s,0.83
2557,0h14min33s,0.85
2861,0h15min34s,0.88
3167,0h16min36s,0.89
3464,0h17min38s,0.89
3800,0h18min39s,0.9
4148,0h19min42s,0.9
4467,0h20min42s,0.9
4871,0h21min44s,0.89
5272,0h22min45s,0.9
5651,0h23min45s,0.9
6117,0h24min46s,0.88
6452,0h25min46s,0.87
6873,0h26min48s,0.88
7302,0h27min49s,0.89
7753,0h28min50s,0.92
8157,0h29min51s,0.92
8576,0h30min52s,0.91
8963,0h31min53s,0.91
9467,0h32min53s,0.91
9938,0h33min54s,0.91
10468,0h34min55s,0.92
10850,0h35min56s,0.92
11513,0h36min57s,0.93
12084,0h37min58s,0.94
12528,0h38min58s,0.95
13056,0h39min59s,0.95
13673,0h40min59s,0.93
14556,0h41min59s,0.92
15529,0h43min0s,0.93
16636,0h44min1s,0.94
18002,0h45min3s,0.97
20071,0h46min3s,0.98
22952,0h47min4s,0.99
25992,0h48min5s,0.99
30798,0h49min5s,0.99
36209,0h50min5s,1.0
40952,0h51min6s,1.0
