n_steps,time,mean_reward,mean_length
567,0h0min3s,0.26,56.7
1475,0h0min13s,0.3,73.75
2249,0h0min30s,0.32,74.97
3025,0h0min46s,0.34,75.62
3889,0h1min4s,0.33,77.78
4466,0h1min19s,0.33,76.96
5465,0h1min41s,0.34,78.69
6311,0h1min58s,0.33,82.86
7203,0h2min17s,0.3,84.35
7926,0h2min33s,0.28,81.12
8820,0h2min54s,0.27,86.31
9676,0h3min11s,0.25,84.53
10473,0h3min29s,0.23,83.57
11187,0h3min45s,0.21,80.08
12074,0h4min3s,0.21,82.37
12927,0h4min20s,0.21,84.04
13712,0h4min37s,0.21,81.1
14526,0h4min55s,0.24,80.86
15426,0h5min14s,0.25,85.08
16154,0h5min29s,0.26,81.96
16931,0h5min43s,0.27,80.47
17944,0h6min4s,0.27,83.59
18695,0h6min22s,0.25,83.71
19504,0h6min40s,0.25,80.8
20257,0h6min58s,0.25,81.39
21288,0h7min18s,0.24,87.39
21978,0h7min33s,0.23,82.1
22871,0h7min53s,0.25,85.53
23821,0h8min13s,0.25,85.29
24705,0h8min31s,0.25,87.55
25708,0h8min53s,0.27,88.63
26300,0h9min6s,0.25,85.08
27035,0h9min22s,0.24,83.61
27700,0h9min37s,0.23,78.02
28419,0h9min54s,0.23,74.78
29091,0h10min10s,0.21,66.78
29970,0h10min30s,0.23,72.08
30360,0h10min40s,0.22,66.27
31343,0h11min3s,0.23,71.61
32239,0h11min24s,0.24,75.61
32862,0h11min38s,0.23,75.9
33756,0h11min58s,0.22,76.2
34597,0h12min15s,0.23,83.59
35331,0h12min31s,0.22,80.8
36247,0h12min49s,0.21,81.43
37040,0h13min7s,0.23,82.49
37811,0h13min24s,0.24,81.96
38699,0h13min43s,0.26,82.39
39603,0h14min4s,0.28,86.27
40657,0h14min28s,0.28,88.43
41830,0h14min52s,0.27,96.98
42419,0h15min6s,0.26,92.04
43312,0h15min24s,0.24,90.61
44044,0h15min41s,0.23,87.2
44959,0h15min58s,0.24,87.39
45826,0h16min18s,0.23,80.1
46848,0h16min42s,0.24,88.8
47495,0h16min58s,0.23,83.98
48206,0h17min14s,0.24,82.22
49036,0h17min32s,0.24,81.9
49812,0h17min49s,0.25,80.12
50568,0h18min7s,0.23,74.1
51397,0h18min27s,0.23,79.2
52008,0h18min42s,0.23,76.51
52807,0h18min58s,0.22,74.84
53574,0h19min17s,0.2,74.22
54372,0h19min35s,0.22,74.84
55021,0h19min50s,0.22,73.02
56102,0h20min16s,0.22,80.86
56688,0h20min33s,0.23,78.45
57446,0h20min50s,0.23,79.51
58061,0h21min6s,0.2,74.29
58878,0h21min25s,0.22,76.27
59769,0h21min46s,0.24,74.78
60721,0h22min8s,0.23,81.04
61479,0h22min26s,0.23,79.67
62734,0h22min56s,0.26,91.96
63887,0h23min24s,0.25,100.18
64796,0h23min44s,0.2,99.55
65791,0h24min4s,0.2,101.67
66906,0h24min30s,0.21,108.37
67791,0h24min50s,0.22,100.76
68718,0h25min13s,0.21,95.39
69612,0h25min36s,0.27,96.39
70320,0h25min55s,0.27,90.76
71159,0h26min17s,0.26,85.35
71998,0h26min40s,0.25,84.45
72862,0h27min2s,0.27,81.92
73566,0h27min18s,0.25,78.9
74511,0h27min41s,0.26,84.14
75218,0h27min59s,0.26,81.55
76081,0h28min21s,0.26,82.02
76964,0h28min44s,0.25,80.78
77833,0h29min3s,0.24,84.12
78751,0h29min28s,0.24,84.43
79762,0h29min52s,0.26,90.0
80596,0h30min16s,0.25,90.49
81660,0h30min42s,0.23,94.04
82498,0h31min4s,0.24,93.43
83409,0h31min27s,0.23,92.49
84357,0h31min52s,0.2,91.67
85347,0h32min17s,0.2,93.67
