n_steps,time,mean_reward,mean_length
800,0h0min4s,0.36,80.0
1452,0h0min13s,0.34,72.6
2324,0h0min31s,0.35,77.47
3058,0h0min45s,0.34,76.45
3751,0h1min0s,0.32,75.02
4516,0h1min17s,0.32,74.82
5638,0h1min42s,0.32,83.06
6491,0h2min1s,0.31,84.14
7321,0h2min18s,0.31,84.71
8174,0h2min39s,0.3,87.02
8991,0h2min56s,0.29,89.71
10054,0h3min17s,0.26,89.65
10921,0h3min36s,0.26,88.82
11580,0h3min52s,0.24,85.47
12540,0h4min10s,0.26,87.57
13259,0h4min27s,0.25,84.04
14101,0h4min45s,0.26,82.47
14883,0h5min3s,0.24,78.18
15695,0h5min22s,0.24,82.35
16543,0h5min40s,0.21,80.45
17563,0h6min2s,0.23,86.35
18563,0h6min23s,0.23,90.02
19341,0h6min41s,0.24,89.37
20026,0h6min58s,0.26,86.88
20767,0h7min14s,0.27,84.78
21698,0h7min33s,0.27,83.88
22472,0h7min49s,0.25,78.61
23199,0h8min5s,0.25,76.0
24019,0h8min23s,0.23,80.25
24833,0h8min40s,0.22,81.69
25625,0h8min57s,0.24,77.57
26493,0h9min17s,0.25,80.8
27406,0h9min37s,0.25,83.0
28278,0h9min55s,0.26,87.31
29138,0h10min15s,0.28,85.1
29946,0h10min33s,0.26,87.67
30809,0h10min52s,0.26,87.2
31597,0h11min10s,0.27,83.96
32431,0h11min30s,0.26,82.2
33045,0h11min44s,0.25,79.12
33692,0h12min0s,0.24,73.92
34425,0h12min18s,0.23,71.35
35175,0h12min35s,0.21,70.69
36147,0h12min57s,0.21,74.82
36721,0h13min9s,0.2,74.04
37688,0h13min31s,0.21,78.71
38660,0h13min51s,0.22,83.57
39645,0h14min13s,0.22,88.16
40310,0h14min27s,0.22,83.59
41187,0h14min46s,0.22,88.29
41999,0h15min4s,0.21,86.92
42568,0h15min16s,0.19,78.59
43454,0h15min35s,0.19,76.65
44405,0h15min57s,0.19,80.61
45364,0h16min18s,0.21,82.35
46111,0h16min34s,0.22,82.59
46971,0h16min51s,0.24,86.65
48068,0h17min15s,0.27,93.08
48923,0h17min32s,0.23,90.86
49414,0h17min43s,0.21,81.37
50247,0h18min1s,0.2,83.06
51057,0h18min19s,0.19,82.08
51767,0h18min35s,0.17,74.49
52656,0h18min55s,0.18,75.16
53439,0h19min12s,0.17,79.78
54318,0h19min32s,0.16,81.78
55071,0h19min48s,0.15,80.67
55929,0h20min6s,0.13,83.57
56671,0h20min23s,0.14,79.31
57633,0h20min43s,0.14,84.2
58617,0h21min7s,0.15,86.25
59428,0h21min26s,0.15,87.39
60412,0h21min48s,0.21,89.86
61412,0h22min12s,0.18,94.92
62437,0h22min36s,0.19,95.57
63549,0h23min1s,0.18,98.67
64273,0h23min18s,0.18,95.55
64955,0h23min34s,0.14,91.2
65676,0h23min50s,0.17,85.57
66438,0h24min7s,0.18,78.61
67282,0h24min25s,0.19,75.16
68118,0h24min47s,0.22,75.92
68770,0h25min2s,0.26,75.65
69519,0h25min20s,0.26,77.31
70359,0h25min37s,0.25,78.84
71390,0h25min59s,0.25,80.65
72298,0h26min22s,0.22,82.61
73312,0h26min48s,0.21,90.2
74122,0h27min8s,0.2,92.92
74974,0h27min28s,0.2,92.45
75866,0h27min51s,0.18,89.73
76755,0h28min15s,0.18,89.35
77635,0h28min34s,0.15,86.73
78475,0h28min57s,0.14,86.73
79235,0h29min16s,0.13,84.35
80079,0h29min37s,0.12,84.57
80992,0h29min58s,0.11,83.51
81811,0h30min20s,0.13,83.84
82745,0h30min40s,0.13,83.84
83624,0h30min57s,0.11,86.82
84566,0h31min18s,0.1,89.94
85566,0h31min39s,0.08,91.65
86607,0h32min2s,0.05,96.0
