n_steps,time,mean_reward,mean_length
632,0h0min1s,0.35,63.2
1057,0h0min4s,0.34,52.85
1429,0h0min10s,0.3,47.63
1829,0h0min16s,0.29,45.73
2440,0h0min27s,0.31,48.8
2811,0h0min34s,0.29,44.69
3623,0h0min47s,0.3,50.8
4065,0h0min55s,0.32,52.9
4708,0h1min8s,0.31,56.73
5445,0h1min21s,0.29,62.12
6027,0h1min31s,0.32,63.71
6832,0h1min48s,0.29,63.29
7546,0h2min1s,0.3,68.82
8417,0h2min18s,0.31,73.02
8956,0h2min29s,0.32,69.35
9638,0h2min41s,0.27,71.25
10415,0h2min55s,0.28,72.22
11230,0h3min8s,0.28,74.2
11868,0h3min17s,0.28,69.63
12671,0h3min30s,0.29,73.57
13325,0h3min43s,0.3,72.65
13825,0h3min53s,0.29,67.31
14466,0h4min6s,0.3,66.41
15206,0h4min21s,0.3,67.41
15898,0h4min32s,0.28,65.24
16725,0h4min48s,0.28,67.2
17153,0h4min56s,0.29,65.69
17874,0h5min10s,0.29,67.2
18598,0h5min22s,0.27,67.61
19331,0h5min37s,0.27,69.27
20228,0h5min52s,0.27,70.65
20791,0h6min3s,0.27,73.29
21354,0h6min12s,0.26,70.88
22049,0h6min25s,0.27,68.2
22485,0h6min34s,0.24,63.41
22953,0h6min43s,0.22,55.39
23524,0h6min54s,0.2,54.51
24208,0h7min6s,0.21,56.76
24902,0h7min20s,0.22,57.9
25697,0h7min33s,0.25,63.45
26464,0h7min45s,0.28,71.75
27412,0h8min3s,0.3,77.18
27937,0h8min13s,0.29,73.94
28766,0h8min28s,0.31,77.04
29681,0h8min46s,0.29,78.78
30409,0h8min59s,0.26,77.71
31424,0h9min19s,0.25,82.25
32173,0h9min32s,0.27,84.16
32901,0h9min46s,0.23,83.04
33889,0h10min2s,0.24,84.47
34636,0h10min17s,0.26,85.41
35675,0h10min38s,0.29,84.39
36304,0h10min52s,0.28,82.96
36915,0h11min2s,0.29,79.45
37751,0h11min18s,0.29,75.94
38507,0h11min33s,0.27,77.06
39281,0h11min47s,0.25,72.67
40246,0h12min4s,0.25,77.9
40996,0h12min18s,0.25,81.98
41522,0h12min28s,0.24,74.51
42156,0h12min39s,0.24,73.51
42992,0h12min54s,0.24,74.18
43838,0h13min11s,0.24,74.78
44590,0h13min23s,0.24,74.06
45203,0h13min34s,0.24,74.14
45802,0h13min45s,0.26,71.78
46276,0h13min55s,0.26,66.35
47016,0h14min11s,0.27,64.27
48044,0h14min30s,0.25,69.69
48759,0h14min44s,0.23,70.39
49708,0h15min1s,0.21,77.51
