n_steps,time,mean_reward,mean_length
687,0h0min2s,0.3,68.7
1204,0h0min6s,0.33,60.2
1582,0h0min12s,0.3,52.73
2205,0h0min23s,0.31,55.12
3143,0h0min39s,0.33,62.86
3853,0h0min53s,0.33,62.86
4548,0h1min6s,0.32,67.53
5130,0h1min16s,0.33,69.78
5825,0h1min29s,0.32,73.71
6675,0h1min45s,0.29,70.22
7432,0h2min0s,0.3,72.14
8081,0h2min11s,0.29,71.24
8546,0h2min20s,0.28,67.63
9150,0h2min32s,0.27,65.96
9801,0h2min41s,0.27,63.25
10569,0h2min55s,0.27,64.71
11256,0h3min8s,0.27,64.22
12027,0h3min22s,0.27,70.22
12970,0h3min39s,0.28,76.86
13497,0h3min50s,0.28,72.94
14013,0h3min58s,0.24,67.98
14856,0h4min14s,0.25,70.94
15401,0h4min24s,0.25,67.29
16245,0h4min42s,0.25,66.18
17150,0h4min59s,0.26,73.59
17629,0h5min7s,0.27,71.41
18388,0h5min21s,0.27,71.78
18951,0h5min32s,0.27,71.57
19770,0h5min46s,0.26,69.41
20757,0h6min4s,0.27,73.41
21198,0h6min12s,0.27,71.94
21953,0h6min25s,0.27,71.86
22406,0h6min33s,0.27,69.71
23308,0h6min48s,0.25,72.49
23870,0h6min59s,0.24,65.12
24595,0h7min13s,0.25,68.57
25012,0h7min22s,0.24,61.14
25731,0h7min34s,0.24,65.84
26475,0h7min48s,0.26,65.78
27204,0h8min1s,0.29,67.33
27783,0h8min12s,0.29,65.22
28632,0h8min29s,0.3,71.86
29522,0h8min43s,0.31,75.12
30457,0h9min0s,0.3,78.88
30961,0h9min9s,0.27,74.08
31696,0h9min24s,0.29,78.69
32487,0h9min38s,0.29,76.63
33308,0h9min54s,0.27,76.31
33782,0h10min3s,0.25,67.16
34527,0h10min17s,0.25,70.65
35121,0h10min29s,0.24,68.37
35883,0h10min42s,0.24,68.49
36772,0h11min0s,0.25,69.88
37790,0h11min20s,0.25,79.45
38497,0h11min33s,0.24,79.8
39464,0h11min53s,0.24,85.51
40058,0h12min5s,0.23,82.22
40748,0h12min17s,0.22,78.65
41628,0h12min33s,0.24,77.22
42418,0h12min49s,0.24,77.39
43308,0h13min7s,0.23,79.53
44175,0h13min22s,0.24,81.31
45047,0h13min39s,0.22,84.59
45889,0h13min57s,0.22,84.78
46523,0h14min9s,0.22,82.0
47157,0h14min22s,0.24,79.35
48029,0h14min38s,0.21,78.45
48669,0h14min51s,0.23,71.65
49562,0h15min9s,0.22,72.76
