n_steps,time,mean_reward,mean_length
642,0h0min2s,0.33,64.2
1104,0h0min4s,0.32,55.2
1504,0h0min10s,0.29,50.13
2104,0h0min20s,0.29,52.6
2620,0h0min29s,0.3,52.4
2988,0h0min35s,0.29,47.96
3737,0h0min49s,0.3,52.33
4241,0h0min59s,0.3,53.8
4771,0h1min8s,0.29,52.63
5386,0h1min17s,0.28,54.88
6178,0h1min32s,0.27,63.33
7146,0h1min48s,0.26,67.67
7758,0h1min57s,0.24,69.29
8660,0h2min12s,0.25,77.04
9219,0h2min23s,0.23,75.53
9976,0h2min36s,0.24,75.41
10801,0h2min51s,0.22,73.63
11485,0h3min3s,0.23,73.45
12270,0h3min16s,0.22,71.24
12953,0h3min29s,0.22,73.78
13667,0h3min42s,0.21,72.84
14156,0h3min51s,0.22,66.12
14791,0h4min3s,0.22,66.78
15412,0h4min16s,0.22,63.57
16305,0h4min31s,0.22,65.9
17270,0h4min49s,0.24,72.61
17860,0h5min1s,0.24,73.06
18580,0h5min15s,0.26,76.71
19537,0h5min33s,0.27,81.98
19868,0h5min39s,0.26,71.82
20603,0h5min53s,0.25,67.69
21390,0h6min8s,0.25,69.55
21968,0h6min20s,0.24,67.53
22753,0h6min34s,0.21,65.02
23509,0h6min47s,0.25,71.86
24378,0h7min3s,0.25,75.98
24971,0h7min15s,0.24,71.94
25667,0h7min28s,0.25,74.86
26522,0h7min44s,0.26,76.18
27326,0h7min59s,0.25,75.51
28051,0h8min13s,0.25,72.39
28757,0h8min26s,0.27,75.61
29209,0h8min34s,0.27,72.47
29624,0h8min43s,0.26,63.29
30422,0h8min57s,0.26,61.41
31230,0h9min14s,0.25,62.76
31885,0h9min27s,0.25,63.96
32593,0h9min41s,0.25,69.14
33267,0h9min53s,0.25,72.0
33841,0h10min3s,0.23,67.69
34358,0h10min12s,0.24,61.82
34840,0h10min21s,0.24,58.9
35438,0h10min32s,0.25,56.71
36149,0h10min44s,0.25,58.86
36869,0h10min58s,0.26,61.33
37469,0h11min11s,0.26,61.57
38025,0h11min22s,0.27,63.24
38845,0h11min37s,0.26,67.57
39432,0h11min46s,0.27,66.33
40021,0h11min57s,0.27,64.1
40546,0h12min6s,0.26,62.88
41036,0h12min17s,0.26,59.69
41711,0h12min31s,0.26,58.53
42393,0h12min43s,0.25,58.2
42925,0h12min54s,0.25,57.51
43531,0h13min5s,0.25,58.94
44225,0h13min18s,0.24,62.75
45061,0h13min33s,0.25,68.2
45673,0h13min45s,0.26,65.0
46100,0h13min54s,0.25,62.76
46620,0h14min5s,0.25,61.59
47279,0h14min17s,0.26,61.84
48077,0h14min33s,0.26,61.49
48655,0h14min45s,0.23,58.73
49353,0h14min58s,0.23,64.18
50000,0h15min10s,0.23,66.51
