n_steps,time,mean_reward,mean_length
365,0h0min1s,0.24,36.5
942,0h0min3s,0.3,47.1
1552,0h0min11s,0.32,51.73
2119,0h0min19s,0.33,52.98
2512,0h0min27s,0.32,50.24
3127,0h0min38s,0.32,54.59
3872,0h0min49s,0.33,58.41
4448,0h0min58s,0.3,57.33
5052,0h1min8s,0.3,59.47
5824,0h1min21s,0.3,65.53
6626,0h1min33s,0.31,68.9
7248,0h1min44s,0.27,67.98
8212,0h1min58s,0.28,74.1
8862,0h2min10s,0.26,75.08
9442,0h2min20s,0.25,72.9
10183,0h2min34s,0.23,71.84
10777,0h2min44s,0.24,71.16
11313,0h2min54s,0.23,63.31
11760,0h3min3s,0.23,57.98
12455,0h3min17s,0.25,59.73
13465,0h3min35s,0.28,66.86
14338,0h3min50s,0.26,70.25
14977,0h4min2s,0.28,72.18
15641,0h4min15s,0.28,78.06
16395,0h4min29s,0.27,79.22
17011,0h4min40s,0.25,70.1
17899,0h4min57s,0.25,71.78
18756,0h5min14s,0.27,74.43
19553,0h5min28s,0.27,78.43
20200,0h5min42s,0.27,76.57
21125,0h5min58s,0.29,82.63
22198,0h6min16s,0.31,84.78
22900,0h6min28s,0.27,84.06
23608,0h6min41s,0.27,81.98
24374,0h6min55s,0.24,82.76
24963,0h7min6s,0.22,77.22
25918,0h7min24s,0.22,74.9
26704,0h7min39s,0.22,76.12
27629,0h7min55s,0.2,79.31
28360,0h8min9s,0.21,79.35
29181,0h8min24s,0.21,83.27
29826,0h8min37s,0.21,79.43
30818,0h8min55s,0.21,82.63
31474,0h9min7s,0.23,77.35
31895,0h9min16s,0.24,69.55
32427,0h9min25s,0.25,65.92
33047,0h9min37s,0.25,63.8
33565,0h9min48s,0.23,55.82
34275,0h10min1s,0.25,55.8
34942,0h10min14s,0.23,60.18
35528,0h10min25s,0.25,61.63
36276,0h10min37s,0.24,63.8
37133,0h10min51s,0.26,70.71
37930,0h11min6s,0.26,74.57
38688,0h11min22s,0.27,74.37
39619,0h11min40s,0.25,80.47
40531,0h11min56s,0.27,85.39
41181,0h12min8s,0.26,80.12
42061,0h12min24s,0.26,83.33
42845,0h12min41s,0.26,84.39
43827,0h12min57s,0.28,84.9
44497,0h13min9s,0.27,78.43
45061,0h13min21s,0.27,78.04
45839,0h13min37s,0.26,74.53
46341,0h13min47s,0.26,69.25
46932,0h13min58s,0.23,62.84
48042,0h14min20s,0.23,72.63
48921,0h14min34s,0.2,76.47
49780,0h14min50s,0.18,77.73
50613,0h15min7s,0.16,84.47
