n_steps,time,mean_reward,mean_length
523,0h0min1s,0.25,52.3
998,0h0min3s,0.29,49.9
1695,0h0min13s,0.32,56.5
2137,0h0min22s,0.31,53.42
2881,0h0min35s,0.33,57.62
3553,0h0min47s,0.35,59.94
4455,0h1min3s,0.34,68.12
5187,0h1min16s,0.32,71.59
5940,0h1min28s,0.32,75.71
6985,0h1min46s,0.28,80.67
7527,0h1min54s,0.25,78.82
7933,0h2min0s,0.23,71.06
8709,0h2min14s,0.24,71.02
9582,0h2min29s,0.24,72.04
10203,0h2min39s,0.25,65.06
10932,0h2min52s,0.23,67.1
11728,0h3min7s,0.23,74.84
12693,0h3min22s,0.24,78.78
13470,0h3min36s,0.21,79.18
14371,0h3min54s,0.2,83.69
15113,0h4min6s,0.22,82.76
16096,0h4min22s,0.23,88.84
16933,0h4min36s,0.2,85.1
17802,0h4min48s,0.2,86.9
18587,0h5min3s,0.19,84.63
19507,0h5min18s,0.18,88.12
20257,0h5min30s,0.17,83.55
21180,0h5min45s,0.17,85.24
22071,0h6min1s,0.16,85.67
22871,0h6min15s,0.17,85.96
23752,0h6min31s,0.16,85.2
24538,0h6min46s,0.17,85.04
25347,0h6min58s,0.17,83.67
26255,0h7min14s,0.17,84.0
27027,0h7min28s,0.18,83.45
27991,0h7min44s,0.18,83.53
28667,0h7min55s,0.17,81.73
29516,0h8min10s,0.18,82.76
29978,0h8min18s,0.18,74.33
30978,0h8min37s,0.15,79.43
31978,0h8min53s,0.14,80.8
33011,0h9min12s,0.12,87.14
33965,0h9min29s,0.08,89.2
34795,0h9min42s,0.07,94.61
35566,0h9min57s,0.09,91.92
36375,0h10min12s,0.1,88.18
37276,0h10min29s,0.11,85.59
37988,0h10min43s,0.13,80.84
38969,0h11min1s,0.15,82.25
39781,0h11min14s,0.15,83.94
40581,0h11min28s,0.14,86.1
41359,0h11min42s,0.13,80.49
42066,0h11min55s,0.15,80.59
42931,0h12min11s,0.16,80.45
43782,0h12min27s,0.14,80.41
44645,0h12min41s,0.17,81.82
45473,0h12min57s,0.17,81.18
46387,0h13min14s,0.17,85.45
47286,0h13min29s,0.14,87.35
48036,0h13min44s,0.17,85.37
48937,0h14min1s,0.19,86.12
49694,0h14min14s,0.2,83.8
50564,0h14min31s,0.18,83.86
51461,0h14min50s,0.2,83.82
52137,0h15min2s,0.19,82.37

