n_steps,time,mean_reward,mean_length
816,0h0min5s,0.36,81.6
1631,0h0min20s,0.37,81.55
2188,0h0min35s,0.35,72.93
2916,0h0min53s,0.35,72.9
3682,0h1min13s,0.35,73.64
4683,0h1min40s,0.37,77.78
5387,0h1min59s,0.35,74.59
6130,0h2min18s,0.36,77.75
6952,0h2min40s,0.33,80.0
7640,0h2min59s,0.31,79.57
8747,0h3min25s,0.28,81.65
9611,0h3min48s,0.26,85.57
10568,0h4min12s,0.23,87.57
11473,0h4min34s,0.23,88.98
12105,0h4min50s,0.24,88.16
12885,0h5min8s,0.22,83.1
13686,0h5min31s,0.22,80.29
14673,0h5min56s,0.23,82.45
15475,0h6min18s,0.24,79.37
16511,0h6min43s,0.25,86.76
17439,0h7min9s,0.26,90.59
18234,0h7min30s,0.27,89.94
19007,0h7min51s,0.26,85.61
19719,0h8min10s,0.26,84.31
20386,0h8min27s,0.26,77.94
21115,0h8min47s,0.26,75.67
21884,0h9min8s,0.25,73.16
22625,0h9min28s,0.23,72.9
23514,0h9min50s,0.24,76.37
24268,0h10min9s,0.23,78.08
25265,0h10min35s,0.23,81.65
25982,0h10min54s,0.25,81.18
26597,0h11min11s,0.24,80.76
27360,0h11min30s,0.23,77.37
28131,0h11min49s,0.24,75.96
29081,0h12min12s,0.25,76.78
29930,0h12min34s,0.24,78.41
30721,0h12min54s,0.25,82.82
31672,0h13min20s,0.26,86.51
32417,0h13min40s,0.27,85.8
33315,0h14min3s,0.27,84.98
34079,0h14min23s,0.26,83.73
35020,0h14min47s,0.28,85.75
35787,0h15min6s,0.28,82.65
36570,0h15min27s,0.27,83.39
37546,0h15min53s,0.27,83.55
38242,0h16min11s,0.28,83.59
38927,0h16min28s,0.27,79.27
39883,0h16min52s,0.27,80.94
40516,0h17min8s,0.26,80.16
41350,0h17min30s,0.25,77.51
41883,0h17min45s,0.23,73.35
42550,0h18min3s,0.24,72.25
43467,0h18min28s,0.25,71.06
44088,0h18min45s,0.24,70.41
45155,0h19min12s,0.27,75.98
45937,0h19min33s,0.26,80.47
46682,0h19min54s,0.27,82.22
47502,0h20min16s,0.26,81.08
48435,0h20min41s,0.28,85.94
49368,0h21min4s,0.28,83.96
50182,0h21min27s,0.28,83.86
51061,0h21min51s,0.28,87.82
52065,0h22min18s,0.29,90.2
52844,0h22min38s,0.29,87.22
53594,0h23min0s,0.28,86.65
54383,0h23min20s,0.27,82.9
55289,0h23min45s,0.26,83.49
56112,0h24min9s,0.24,80.39
57013,0h24min36s,0.2,83.71
58016,0h25min2s,0.2,87.39
58783,0h25min22s,0.19,87.1
59663,0h25min48s,0.19,87.73
60381,0h26min6s,0.19,85.67
61326,0h26min34s,0.19,86.53
62343,0h27min0s,0.17,87.78
63303,0h27min27s,0.13,90.59
64258,0h27min54s,0.1,92.06
65187,0h28min21s,0.12,96.12
65968,0h28min45s,0.13,92.98
66830,0h29min9s,0.16,89.94
67663,0h29min32s,0.19,86.67
68395,0h29min54s,0.21,81.57
69314,0h30min20s,0.18,82.88
70121,0h30min47s,0.18,83.39
71011,0h31min14s,0.16,83.94
71975,0h31min46s,0.14,86.51
72901,0h32min13s,0.14,88.94
73894,0h32min44s,0.12,91.76
74894,0h33min10s,0.1,94.06
75965,0h33min38s,0.08,99.1
76955,0h34min7s,0.07,98.47
77951,0h34min40s,0.03,100.98
78951,0h35min14s,0.03,101.12
79870,0h35min42s,0.04,99.53
80978,0h36min18s,0.07,100.25
82001,0h36min50s,0.09,100.9
82987,0h37min19s,0.14,100.71
83789,0h37min45s,0.18,96.82
84862,0h38min15s,0.21,99.84
85835,0h38min45s,0.2,96.75
86919,0h39min16s,0.19,98.0
87782,0h39min44s,0.17,94.88
88703,0h40min12s,0.16,98.31
89614,0h40min40s,0.16,94.55
90401,0h41min4s,0.17,91.49
91346,0h41min34s,0.19,91.8
92461,0h42min4s,0.19,93.71
93286,0h42min29s,0.17,91.82
94149,0h42min59s,0.12,90.88
95243,0h43min32s,0.1,95.49
96192,0h44min3s,0.08,96.98
97132,0h44min30s,0.06,93.55
98177,0h45min1s,0.06,97.86
98986,0h45min28s,0.06,96.8
99956,0h45min56s,0.07,94.37
100853,0h46min23s,0.07,92.55
101831,0h46min54s,0.08,94.1
102862,0h47min26s,0.08,93.82
103785,0h47min56s,0.07,94.78
104785,0h48min26s,0.07,98.16
105785,0h48min57s,0.06,98.67
106715,0h49min24s,0.06,99.53
107709,0h49min55s,0.06,97.0
108709,0h50min26s,0.06,98.51
109729,0h50min59s,0.09,98.9
110795,0h51min31s,0.1,100.2
111705,0h51min59s,0.1,99.8
112858,0h52min31s,0.11,102.92
113937,0h53min6s,0.12,104.47
114923,0h53min33s,0.13,102.22
115795,0h54min0s,0.11,100.0
116820,0h54min30s,0.1,102.25
117734,0h54min58s,0.1,97.57
118689,0h55min26s,0.09,95.14
119685,0h55min54s,0.08,94.12
120610,0h56min21s,0.11,96.37
121423,0h56min49s,0.13,92.22
122390,0h57min18s,0.14,93.25
123313,0h57min46s,0.14,92.63
124329,0h58min18s,0.15,91.96
125242,0h58min47s,0.15,93.96
126329,0h59min18s,0.13,98.16
127289,0h59min46s,0.1,98.02
128340,1h0min18s,0.1,100.53
129237,1h0min45s,0.08,97.31
130358,1h1min17s,0.06,102.27
131338,1h1min47s,0.05,100.18
132484,1h2min22s,0.07,102.53
133303,1h2min47s,0.07,99.27
134290,1h3min17s,0.1,101.04
135103,1h3min42s,0.12,95.0
135995,1h4min10s,0.14,93.27
136788,1h4min36s,0.14,86.35
137795,1h5min6s,0.16,90.04
138613,1h5min31s,0.16,86.73
139459,1h5min57s,0.17,87.37
140393,1h6min26s,0.17,88.2
141321,1h6min52s,0.18,90.24
142193,1h7min20s,0.17,88.2
143393,1h7min56s,0.18,95.69
144297,1h8min23s,0.2,97.98
145150,1h8min51s,0.2,95.41
146054,1h9min17s,0.19,94.76
146898,1h9min43s,0.19,94.22
148077,1h10min19s,0.2,93.8
148878,1h10min44s,0.19,92.33
150044,1h11min19s,0.2,98.73
150979,1h11min47s,0.19,98.53
151909,1h12min14s,0.2,100.22
152927,1h12min44s,0.18,97.88
153954,1h13min13s,0.17,100.49
154918,1h13min40s,0.15,97.53
155916,1h14min11s,0.14,98.76
156829,1h14min43s,0.13,99.33
157874,1h15min16s,0.13,97.57
