n_steps,time,mean_reward,mean_length
890,0h0min6s,0.36,89.0
1470,0h0min17s,0.31,73.5
2452,0h0min41s,0.35,81.73
3182,0h1min0s,0.33,79.55
3937,0h1min20s,0.33,78.74
4748,0h1min41s,0.32,76.98
6014,0h2min13s,0.35,90.43
6586,0h2min30s,0.32,82.84
7493,0h2min54s,0.34,87.78
8564,0h3min20s,0.33,91.63
9459,0h3min43s,0.3,94.33
10317,0h4min4s,0.29,85.84
11324,0h4min28s,0.28,93.82
12068,0h4min45s,0.27,91.67
13082,0h5min8s,0.27,92.86
14166,0h5min36s,0.27,94.25
14983,0h5min56s,0.26,92.14
15856,0h6min17s,0.26,91.47
16613,0h6min35s,0.26,89.29
17482,0h6min56s,0.26,86.47
18543,0h7min23s,0.28,89.02
19580,0h7min48s,0.29,92.1
20546,0h8min12s,0.29,93.92
21274,0h8min31s,0.28,92.24
21998,0h8min50s,0.26,90.16
22665,0h9min9s,0.24,82.18
23731,0h9min36s,0.25,85.31
24629,0h10min0s,0.24,82.02
25539,0h10min21s,0.24,85.59
26408,0h10min41s,0.24,88.43
27098,0h11min0s,0.24,88.88
28043,0h11min22s,0.24,85.12
29049,0h11min48s,0.25,87.57
29997,0h12min10s,0.24,89.37
30910,0h12min33s,0.25,89.25
31658,0h12min55s,0.27,90.29
32444,0h13min16s,0.27,89.71
33158,0h13min35s,0.25,83.0
34029,0h13min57s,0.27,81.02
34950,0h14min20s,0.28,81.18
35713,0h14min41s,0.27,80.37
36283,0h14min56s,0.25,77.24
36763,0h15min11s,0.25,71.2
37597,0h15min33s,0.26,71.92
38429,0h15min54s,0.24,70.18
39212,0h16min14s,0.24,69.47
40037,0h16min36s,0.26,74.25
40900,0h16min58s,0.27,83.08
41882,0h17min22s,0.27,85.33
42657,0h17min43s,0.29,83.57
43434,0h18min4s,0.29,84.18
44080,0h18min23s,0.28,81.24
44773,0h18min42s,0.29,77.88
45378,0h18min58s,0.25,68.82
46199,0h19min20s,0.23,70.71
47124,0h19min42s,0.21,73.08
48097,0h20min7s,0.23,79.33
48855,0h20min26s,0.24,81.41
49747,0h20min47s,0.26,86.78
50616,0h21min9s,0.26,86.9
51509,0h21min32s,0.27,86.96
52254,0h21min52s,0.25,82.71
53161,0h22min18s,0.26,86.39
54103,0h22min42s,0.27,86.73
55075,0h23min8s,0.26,89.39
55661,0h23min26s,0.26,82.41
56802,0h23min53s,0.28,89.41
57548,0h24min13s,0.24,86.63
58391,0h24min35s,0.25,84.73
59262,0h24min58s,0.24,83.16
60044,0h25min20s,0.26,87.9
60707,0h25min37s,0.23,79.29
61333,0h25min55s,0.23,75.63
62111,0h26min17s,0.23,73.65
62920,0h26min39s,0.24,72.96
63759,0h27min1s,0.22,74.8
64419,0h27min20s,0.21,73.08
65355,0h27min46s,0.22,80.82
66248,0h28min8s,0.21,82.29
67002,0h28min30s,0.22,80.98
67902,0h28min56s,0.21,83.2
68613,0h29min17s,0.21,84.2
69454,0h29min40s,0.22,81.0
70410,0h30min5s,0.21,83.57
71263,0h30min28s,0.21,84.41
72136,0h30min53s,0.21,83.43
73088,0h31min21s,0.22,88.02
74022,0h31min46s,0.23,91.53
74923,0h32min11s,0.25,90.45
75692,0h32min36s,0.24,88.02
76657,0h33min3s,0.24,89.27
77507,0h33min28s,0.24,88.61
78219,0h33min49s,0.23,83.02
79079,0h34min15s,0.22,82.71
79982,0h34min41s,0.19,85.71
80864,0h35min8s,0.2,84.45
81717,0h35min33s,0.18,83.1
82717,0h36min1s,0.2,90.16
83579,0h36min25s,0.19,90.2
84642,0h36min58s,0.21,93.33
85368,0h37min18s,0.21,90.27
86104,0h37min38s,0.22,86.24
87018,0h38min5s,0.2,86.29
87736,0h38min26s,0.19,84.43
88531,0h38min50s,0.19,78.22
89306,0h39min12s,0.18,77.86
90320,0h39min39s,0.19,83.84
91172,0h40min5s,0.2,83.41
91966,0h40min28s,0.2,84.9
92924,0h40min52s,0.18,88.1
93898,0h41min19s,0.2,91.02
94835,0h41min45s,0.18,90.49
95803,0h42min16s,0.19,92.76
96669,0h42min41s,0.17,92.57
97571,0h43min8s,0.19,93.08
98400,0h43min33s,0.17,90.86
99165,0h43min57s,0.16,85.63
99933,0h44min18s,0.17,82.94
100770,0h44min43s,0.17,82.37
101521,0h45min3s,0.17,79.41
102402,0h45min30s,0.19,80.43
103241,0h45min55s,0.2,80.31
103909,0h46min17s,0.19,79.92
104683,0h46min40s,0.19,77.76
105526,0h47min6s,0.2,80.49
106389,0h47min30s,0.2,80.14
107272,0h47min54s,0.21,81.0
108144,0h48min19s,0.2,83.98
108999,0h48min44s,0.19,86.22
109674,0h49min5s,0.2,84.37
110443,0h49min28s,0.19,81.27
111147,0h49min48s,0.17,77.94
112045,0h50min13s,0.18,78.45
113002,0h50min41s,0.17,79.84
114022,0h51min13s,0.18,85.82
114957,0h51min40s,0.19,90.47
115762,0h52min5s,0.2,92.45
116610,0h52min32s,0.21,91.47
117535,0h52min59s,0.21,90.84
118486,0h53min27s,0.23,88.65
119247,0h53min47s,0.21,86.08
120026,0h54min9s,0.23,84.49
120850,0h54min32s,0.23,85.1
121368,0h54min50s,0.23,76.49
122222,0h55min15s,0.21,75.22
122991,0h55min37s,0.21,75.37
123893,0h56min3s,0.2,77.78
124635,0h56min24s,0.18,75.39
125471,0h56min49s,0.17,81.12
126268,0h57min14s,0.16,80.41
127029,0h57min40s,0.13,82.08
127918,0h58min5s,0.11,80.88
128664,0h58min30s,0.12,80.2
129487,0h58min50s,0.15,80.71
130210,0h59min12s,0.16,79.25
131201,0h59min39s,0.2,83.76
132226,1h0min8s,0.22,86.43
132814,1h0min28s,0.23,82.16
133405,1h0min46s,0.23,78.78
134026,1h1min7s,0.25,75.1
134725,1h1min29s,0.24,70.69
135496,1h1min52s,0.26,66.08
136230,1h2min12s,0.27,68.94
137059,1h2min37s,0.28,72.75
137642,1h2min54s,0.26,71.8
138637,1h3min25s,0.25,77.22
139545,1h3min53s,0.22,80.39
140269,1h4min15s,0.22,81.16
141013,1h4min38s,0.21,79.49
141955,1h5min3s,0.22,84.88
142653,1h5min23s,0.21,80.71
143487,1h5min47s,0.21,78.86
144379,1h6min12s,0.21,82.55
145243,1h6min36s,0.19,83.57
145869,1h6min57s,0.18,78.71
146549,1h7min18s,0.19,78.35
147357,1h7min44s,0.19,79.59
148305,1h8min8s,0.17,78.94
149109,1h8min32s,0.19,77.73
149899,1h8min56s,0.19,80.98
150582,1h9min16s,0.18,81.04
151328,1h9min41s,0.19,79.82
152301,1h10min7s,0.2,81.98
153293,1h10min34s,0.2,82.88
154084,1h10min57s,0.16,84.02
154976,1h11min22s,0.17,87.84
155931,1h11min48s,0.17,92.22
156648,1h12min8s,0.14,85.96
157322,1h12min29s,0.12,81.06
158210,1h12min55s,0.13,82.86
158909,1h13min15s,0.14,78.43
159824,1h13min40s,0.12,78.29
160820,1h14min7s,0.12,81.96
161620,1h14min30s,0.14,86.24
162558,1h14min58s,0.15,87.22
163490,1h15min26s,0.16,91.25
