n_steps,time,mean_reward,mean_length
841,0h0min6s,0.37,84.1
1337,0h0min15s,0.29,66.85
1731,0h0min25s,0.26,57.7
2558,0h0min47s,0.28,63.95
3194,0h1min5s,0.29,63.88
3982,0h1min25s,0.28,63.55
4759,0h1min45s,0.3,67.39
5759,0h2min9s,0.27,79.29
6651,0h2min32s,0.22,82.22
7594,0h2min55s,0.2,89.1
8375,0h3min15s,0.18,88.1
9143,0h3min34s,0.16,87.2
9620,0h3min48s,0.17,77.67
10309,0h4min8s,0.2,73.02
11147,0h4min29s,0.22,70.41
11845,0h4min48s,0.21,70.0
12403,0h5min2s,0.2,64.98
13205,0h5min23s,0.22,72.25
14060,0h5min46s,0.24,73.82
14822,0h6min6s,0.22,74.02
15480,0h6min23s,0.22,72.16
16333,0h6min45s,0.23,77.14
17200,0h7min8s,0.21,80.29
18106,0h7min32s,0.2,82.78
19072,0h7min58s,0.19,85.29
19927,0h8min20s,0.19,89.16
20872,0h8min46s,0.2,90.96
21697,0h9min7s,0.23,90.14
22760,0h9min33s,0.23,93.22
23839,0h10min1s,0.25,95.43
25035,0h10min31s,0.26,101.18
25769,0h10min51s,0.24,97.98
26560,0h11min12s,0.24,97.31
27574,0h11min37s,0.23,96.35
28646,0h12min6s,0.24,97.98
29363,0h12min26s,0.23,87.9
30219,0h12min47s,0.22,89.22
31099,0h13min10s,0.23,90.96
32071,0h13min35s,0.24,91.55
32974,0h13min57s,0.23,87.53
33883,0h14min22s,0.2,89.29
34981,0h14min51s,0.23,96.43
35828,0h15min14s,0.2,94.69
36522,0h15min32s,0.19,89.24
37469,0h15min56s,0.2,89.04
38345,0h16min19s,0.21,89.45
39155,0h16min40s,0.19,84.75
40056,0h17min2s,0.18,84.86
40889,0h17min25s,0.19,87.59
41660,0h17min45s,0.19,82.55
42388,0h18min4s,0.2,81.24
43132,0h18min25s,0.21,80.14
43849,0h18min45s,0.23,74.63
44766,0h19min9s,0.24,78.61
45536,0h19min29s,0.22,77.25
46492,0h19min55s,0.25,82.43
47242,0h20min16s,0.23,82.55
48040,0h20min38s,0.22,82.33
48846,0h21min0s,0.21,80.61
49777,0h21min25s,0.2,83.33
50538,0h21min46s,0.19,81.29
51388,0h22min8s,0.21,83.25
52076,0h22min27s,0.23,79.75
52892,0h22min51s,0.22,81.29
53762,0h23min15s,0.2,80.1
54546,0h23min36s,0.19,80.55
55489,0h24min3s,0.15,81.25
56446,0h24min29s,0.15,87.65
57402,0h24min56s,0.14,90.39
58365,0h25min22s,0.15,92.22
59354,0h25min48s,0.16,94.51
60193,0h26min12s,0.17,94.2
61087,0h26min38s,0.17,91.57
62032,0h27min8s,0.16,92.75
63032,0h27min37s,0.14,93.47
63909,0h28min3s,0.12,91.98
64899,0h28min30s,0.1,94.24
65899,0h28min59s,0.05,96.31
66822,0h29min27s,0.06,95.88
67557,0h29min48s,0.08,90.69
68325,0h30min11s,0.1,87.51
69208,0h30min37s,0.11,86.45
70062,0h31min4s,0.14,83.59
70795,0h31min25s,0.17,79.86
71671,0h31min50s,0.18,82.63
72642,0h32min19s,0.17,86.2
73362,0h32min43s,0.17,83.41
74142,0h33min4s,0.15,81.96
74798,0h33min22s,0.15,80.45
75491,0h33min46s,0.12,76.86
76223,0h34min10s,0.15,72.18
77110,0h34min37s,0.13,75.45
77877,0h35min1s,0.17,75.2
78679,0h35min24s,0.18,78.06
79560,0h35min52s,0.19,80.06
80400,0h36min16s,0.19,82.63
81279,0h36min42s,0.19,83.71
82279,0h37min12s,0.15,88.27
83210,0h37min39s,0.14,90.8
84154,0h38min7s,0.13,91.33
85306,0h38min39s,0.15,96.8
86072,0h39min5s,0.14,95.94
87059,0h39min37s,0.15,95.69
87992,0h40min6s,0.14,95.73
88916,0h40min33s,0.16,94.24
89609,0h40min57s,0.12,86.33
90455,0h41min22s,0.12,86.63
91438,0h41min53s,0.12,87.82
92249,0h42min18s,0.14,84.12
92895,0h42min38s,0.14,79.98
93770,0h43min5s,0.16,83.55
94645,0h43min31s,0.19,84.12
95575,0h43min58s,0.2,83.08
96385,0h44min17s,0.21,81.29
