Wall time,Step,Value
1736481587.3489757,500,-34.67555236816406
1736482702.4947965,1000,-11.33984661102295
1736483363.699907,1500,0.030747270211577415
1736483618.988116,2000,2.1935207843780518
1736483749.5700412,2500,2.2848610877990723
1736483858.4957137,3000,2.3293113708496094
1736483940.7585964,3500,2.3064942359924316
1736483962.9342475,4000,2.304431915283203
1736483966.76731,4500,2.3798484802246094
1736483996.777454,5000,2.4009199142456055
1736484009.481361,5500,2.3774490356445312
1736484026.4717646,6000,2.41186785697937
1736484039.013018,6500,2.430525541305542
1736484082.065946,7000,2.422790765762329
1736484111.805001,7500,2.406388759613037
1736484129.1493874,8000,2.411173105239868
1736484137.5204473,8500,2.4370548725128174
1736484163.0508766,9000,2.4312751293182373
1736484169.7045124,9500,2.4505927562713623
1736484173.6395204,10000,2.4646568298339844
