Wall time,Step,Value
1736482959.8984642,500,-21.369976043701172
1736483601.5799952,1000,-4.261329650878906
1736484158.7345428,1500,-1.0713896751403809
1736484376.297093,2000,0.006685549858957529
1736484462.0194986,2500,0.12639310956001282
1736484620.1334283,3000,2.2088091373443604
1736484684.205059,3500,2.2146177291870117
1736484722.4050348,4000,2.240302562713623
1736484777.4879184,4500,2.2256343364715576
1736484806.7372122,5000,2.2347371578216553
1736484810.4650023,5500,2.282305955886841
1736484814.1376336,6000,2.3054721355438232
1736484822.3750339,6500,2.3191349506378174
1736484830.5154757,7000,2.3210344314575195
1736484839.6943552,7500,2.3336241245269775
1736484843.5992692,8000,2.3255884647369385
1736484852.465288,8500,2.335442066192627
1736484856.4176636,9000,2.3518385887145996
1736484860.1734328,9500,2.3503000736236572
1736484863.8108559,10000,2.355111598968506
