Wall time,Step,Value
1736415574.9873588,500,-152.54336547851562
1736416959.2613845,1000,-38.41756057739258
1736417559.6882908,1500,1.837754487991333
1736417922.621451,2000,-8.117063522338867
1736418168.5182316,2500,-8.114502906799316
1736418281.197735,3000,1.9448078870773315
1736418315.8637989,3500,2.0263426303863525
1736418354.650083,4000,2.0258541107177734
1736418427.542076,4500,2.028791666030884
1736418471.515976,5000,2.0577375888824463
1736418493.3202312,5500,2.0716302394866943
1736418498.7769403,6000,2.076875925064087
1736418507.6762912,6500,2.0994889736175537
1736418512.132751,7000,2.149686098098755
1736418529.46333,7500,2.162463903427124
1736418533.7212927,8000,2.1474950313568115
1736418542.8090672,8500,2.1559042930603027
1736418548.2685719,9000,2.1733946800231934
1736418574.2041388,9500,2.1647348403930664
1736418582.75173,10000,2.174959421157837
1736418591.5487764,10500,2.199388265609741
1736418595.828891,11000,2.1828789710998535
1736418600.3273995,11500,2.1866302490234375
1736418604.6707308,12000,2.2223451137542725
1736418609.9667287,12500,2.2151360511779785
1736418614.7873187,13000,2.204972743988037
1736418619.340389,13500,2.229138135910034
1736418625.821528,14000,2.215226411819458
1736418630.7452464,14500,2.209669828414917
1736418634.9529953,15000,2.234919309616089
1736418639.5864136,15500,2.236176013946533
1736418644.3267756,16000,2.231215000152588
1736418648.6858768,16500,2.2418620586395264
1736418653.1190634,17000,2.2368273735046387
1736418657.539678,17500,2.2299134731292725
1736418661.8812282,18000,2.2359142303466797
1736418667.3952317,18500,2.2442564964294434
1736418671.901618,19000,2.2539288997650146
1736418676.2704618,19500,2.2504637241363525
1736418681.094003,20000,2.250380277633667
