Wall time,Step,Value
1736410391.452055,500,-195.5972900390625
1736411224.009372,1000,-58.32944107055664
1736411620.8102849,1500,-8.155896186828613
1736411940.040294,2000,-8.04771900177002
1736412152.6816616,2500,2.079709053039551
1736412322.9001606,3000,2.1241812705993652
1736412382.1912029,3500,-17.833993911743164
1736412407.3870277,4000,-17.81981086730957
1736412484.0934606,4500,2.2568089962005615
1736412514.45771,5000,2.2444193363189697
1736412522.9818077,5500,2.2270166873931885
1736412527.2012408,6000,2.2960822582244873
1736412545.6498308,6500,2.2984678745269775
1736412554.3116112,7000,2.278625011444092
1736412562.6494358,7500,2.292262554168701
1736412566.570963,8000,2.319828748703003
1736412573.6125982,8500,2.3289308547973633
1736412578.5334737,9000,2.340752363204956
1736412587.352111,9500,2.4046642780303955
1736412600.4432335,10000,2.4138782024383545
1736412608.6754494,10500,2.390606641769409
1736412615.5877626,11000,2.3841335773468018
1736412630.6474252,11500,2.4026269912719727
1736412634.661015,12000,2.384087562561035
1736412639.050326,12500,2.3768346309661865
1736412658.606048,13000,2.405250072479248
1736412662.855177,13500,2.4171969890594482
1736412677.2756734,14000,2.4089505672454834
1736412681.453488,14500,2.407961130142212
1736412686.6254702,15000,2.403740644454956
1736412691.5359623,15500,2.4269964694976807
1736412700.573895,16000,2.426607608795166
1736412707.624698,16500,2.4143786430358887
1736412711.540961,17000,2.4364774227142334
1736412715.494769,17500,2.4238455295562744
1736412720.099217,18000,2.4258222579956055
1736412726.043948,18500,2.4429800510406494
1736412738.617024,19000,2.4422738552093506
1736412750.7517595,19500,2.4344682693481445
1736412754.8585708,20000,2.417593240737915
