n_steps,time,mean_reward,mean_length
500,0h0min12s,0.0,500.0
1000,0h0min25s,0.0,500.0
1500,0h0min47s,0.0,500.0
2000,0h1min10s,0.0,500.0
2500,0h1min36s,0.0,500.0
3000,0h2min1s,0.0,500.0
3500,0h2min25s,0.0,500.0
4000,0h2min49s,0.0,500.0
4500,0h3min14s,0.0,500.0
5000,0h3min38s,0.0,500.0
5500,0h4min2s,0.0,500.0
6000,0h4min27s,0.0,500.0
6500,0h4min52s,0.0,500.0
7000,0h5min16s,0.0,500.0
7500,0h5min40s,0.0,500.0
8000,0h6min5s,0.0,500.0
8500,0h6min30s,0.0,500.0
9000,0h6min55s,0.0,500.0
9500,0h7min21s,0.0,500.0
10000,0h7min46s,0.0,500.0
10500,0h8min12s,0.0,500.0
11000,0h8min38s,0.0,500.0
11500,0h9min4s,0.0,500.0
12000,0h9min29s,0.0,500.0
12500,0h9min53s,0.0,500.0
13000,0h10min18s,0.0,500.0
13500,0h10min42s,0.0,500.0
14000,0h11min7s,0.0,500.0
14500,0h11min32s,0.0,500.0
15000,0h11min58s,0.0,500.0
15500,0h12min23s,0.0,500.0
16000,0h12min48s,0.0,500.0
16500,0h13min13s,0.0,500.0
17000,0h13min38s,0.0,500.0
17500,0h14min3s,0.0,500.0
18000,0h14min28s,0.0,500.0
18500,0h14min52s,0.0,500.0
19000,0h15min16s,0.0,500.0
19500,0h15min42s,0.0,500.0
20000,0h16min7s,0.0,500.0
20500,0h16min33s,0.0,500.0
21000,0h16min58s,0.0,500.0
21500,0h17min23s,0.0,500.0
22000,0h17min47s,0.0,500.0
22500,0h18min12s,0.0,500.0
23000,0h18min39s,0.0,500.0
23500,0h19min4s,0.0,500.0
24000,0h19min30s,0.0,500.0
24500,0h19min56s,0.0,500.0
25000,0h20min22s,0.0,500.0
25500,0h20min46s,0.0,500.0
26000,0h21min11s,0.0,500.0
26500,0h21min36s,0.0,500.0
27000,0h22min2s,0.0,500.0
27500,0h22min27s,0.0,500.0
28000,0h22min53s,0.0,500.0
28500,0h23min18s,0.0,500.0
29000,0h23min44s,0.0,500.0
29500,0h24min10s,0.0,500.0
30000,0h24min36s,0.0,500.0
30500,0h25min2s,0.0,500.0
31000,0h25min27s,0.0,500.0
31500,0h25min53s,0.0,500.0
32000,0h26min18s,0.0,500.0
32500,0h26min43s,0.0,500.0
33000,0h27min10s,0.0,500.0
33500,0h27min36s,0.0,500.0
34000,0h28min1s,0.0,500.0
34500,0h28min27s,0.0,500.0
35000,0h28min53s,0.0,500.0
35500,0h29min19s,0.0,500.0
36000,0h29min44s,0.0,500.0
36500,0h30min9s,0.0,500.0
37000,0h30min35s,0.0,500.0
37500,0h31min0s,0.0,500.0
38000,0h31min26s,0.0,500.0
38500,0h31min51s,0.0,500.0
39000,0h32min16s,0.0,500.0
39500,0h32min41s,0.0,500.0
40000,0h33min6s,0.0,500.0
