n_steps,time,mean_reward
5,0h1min9s,0.3
8,0h2min23s,0.4
14,0h3min33s,0.4
27,0h5min15s,0.45
36,0h7min52s,0.43
43,0h8min58s,0.45
52,0h10min19s,0.46
60,0h11min22s,0.47
71,0h12min51s,0.45
75,0h13min54s,0.44
94,0h14min58s,0.43
104,0h16min1s,0.43
118,0h17min7s,0.42
139,0h18min22s,0.42
150,0h19min46s,0.43
155,0h21min5s,0.42
172,0h23min19s,0.42
209,0h25min47s,0.44
255,0h27min25s,0.46
337,0h28min29s,0.46
705,0h29min47s,0.48
1266,0h31min18s,0.48
1765,0h32min44s,0.48
2148,0h33min49s,0.48
3692,0h38min16s,0.48
