n_steps,time,mean_reward
127,0h1min2s,0.67
306,0h2min3s,0.66
530,0h3min4s,0.68
659,0h4min4s,0.69
838,0h5min4s,0.7
1098,0h6min4s,0.71
1392,0h7min5s,0.74
1655,0h8min6s,0.77
1987,0h9min7s,0.8
2323,0h10min11s,0.83
2668,0h11min12s,0.86
3060,0h12min13s,0.87
3481,0h13min13s,0.9
3857,0h14min14s,0.89
4395,0h15min14s,0.94
4971,0h16min15s,0.94
5582,0h17min16s,0.93
6119,0h18min17s,0.93
6828,0h19min18s,0.93
7653,0h20min18s,0.94
8778,0h21min19s,0.97
9938,0h22min19s,0.96
11154,0h23min19s,0.98
12926,0h24min19s,0.96
14891,0h25min19s,0.98
17824,0h26min19s,0.97
20599,0h27min20s,0.97
24368,0h28min20s,0.99
29379,0h29min20s,0.99
33719,0h30min23s,0.99
42554,0h31min23s,1.0
59901,0h32min23s,1.0
