n_steps,time,mean_reward
93,0h1min0s,0.54
266,0h2min1s,0.6
467,0h3min7s,0.57
682,0h4min8s,0.61
874,0h5min12s,0.62
1120,0h6min12s,0.66
1346,0h7min14s,0.7
1627,0h8min16s,0.75
1919,0h9min18s,0.75
2250,0h10min18s,0.79
2534,0h11min21s,0.82
2853,0h12min21s,0.85
3222,0h13min22s,0.86
3629,0h14min23s,0.87
4049,0h15min23s,0.88
4425,0h16min26s,0.87
4869,0h17min26s,0.88
5310,0h18min29s,0.9
5740,0h19min29s,0.91
6214,0h20min31s,0.91
6763,0h21min31s,0.91
7423,0h22min32s,0.91
8071,0h23min34s,0.93
8890,0h24min35s,0.93
9752,0h25min35s,0.94
10671,0h26min36s,0.94
11642,0h27min37s,0.97
12664,0h28min38s,0.99
14155,0h29min38s,0.99
15592,0h30min38s,0.99
17332,0h31min39s,0.99
19237,0h32min39s,0.98
