Wall time,Step,mean_reward,time,mean_reward1
0.0,500,0.01,0h0min0s,-979.9203491210938
247.28628301620483,1000,0.31,0h4min7s,-379.7312622070313
486.3935658931732,1500,0.69,0h8min6s,380.4125061035156
608.5802555084229,2000,0.81,0h10min8s,620.49560546875
689.0471549034119,2500,0.91,0h11min29s,820.5338134765625
771.9042949676514,3000,0.91,0h12min51s,820.5311889648438
854.707839012146,3500,0.91,0h14min14s,820.5296020507812
935.714680671692,4000,0.97,0h15min35s,940.5599365234376
1018.5657725334167,4500,0.93,0h16min58s,860.537109375
1101.780281305313,5000,0.94,0h18min21s,880.5567016601562
1182.118710756302,5500,0.96,0h19min42s,920.555419921875
1272.9134905338287,6000,0.97,0h21min12s,940.5595092773438
1354.3103368282318,6500,0.97,0h22min34s,940.5701293945312
1436.67964720726,7000,0.99,0h23min56s,980.5687866210938
1519.6890616416931,7500,0.98,0h25min19s,960.5653076171876
1616.3302989006042,8000,0.99,0h26min56s,980.570556640625
1698.0843904018402,8500,1.0,0h28min18s,1000.573974609375
1778.4982442855835,9000,0.99,0h29min38s,980.5697631835938
1859.9201490879057,9500,1.0,0h30min59s,1000.5734252929688
1939.4210424423215,10000,1.0,0h32min19s,1000.5724487304688
