n_steps,time,mean_reward
36,0h3min26s,0.27
92,0h5min4s,0.26
182,0h6min7s,0.29
206,0h7min35s,0.28
243,0h8min35s,0.3
322,0h10min41s,0.33
566,0h13min10s,0.38
912,0h14min18s,0.41
1471,0h15min20s,0.46
2050,0h16min35s,0.51
2769,0h17min44s,0.57
3499,0h19min27s,0.62
4355,0h20min27s,0.65
5381,0h21min28s,0.67
6502,0h22min35s,0.71
9168,0h23min40s,0.72
11424,0h24min41s,0.73
13541,0h25min44s,0.73
15999,0h26min48s,0.75
