n_steps,time,mean_reward
199,0h1min2s,0.57
416,0h2min2s,0.64
756,0h3min4s,0.68
1128,0h4min4s,0.77
1591,0h5min5s,0.83
2059,0h6min7s,0.86
2637,0h7min8s,0.86
3131,0h8min9s,0.87
3670,0h9min10s,0.87
4201,0h10min11s,0.85
4681,0h11min12s,0.87
5194,0h12min12s,0.87
5937,0h13min12s,0.9
6804,0h14min12s,0.94
7535,0h15min13s,0.95
8795,0h16min13s,0.94
10717,0h17min14s,0.96
13730,0h18min14s,0.98
20037,0h19min14s,0.98
36672,0h20min14s,1.0
67811,0h21min14s,1.0
92140,0h22min14s,1.0
122836,0h23min14s,1.0
164351,0h24min14s,1.0
212385,0h25min14s,1.0
273028,0h26min14s,1.0
