n_steps,time,mean_reward
220,0h1min0s,0.62
500,0h2min0s,0.66
807,0h3min0s,0.67
1133,0h4min0s,0.7
1492,0h5min2s,0.74
1838,0h6min3s,0.79
2176,0h7min4s,0.83
2547,0h8min6s,0.85
2876,0h9min9s,0.85
3191,0h10min10s,0.85
3513,0h11min11s,0.85
3938,0h12min11s,0.84
4396,0h13min11s,0.87
4916,0h14min11s,0.88
5586,0h15min13s,0.88
6433,0h16min13s,0.9
7323,0h17min13s,0.9
8121,0h18min14s,0.9
9157,0h19min14s,0.94
10337,0h20min14s,0.93
11697,0h21min14s,0.95
13115,0h22min15s,0.97
14652,0h23min15s,0.97
16504,0h24min16s,0.95
20109,0h25min16s,0.97
22741,0h26min16s,0.99
