n_steps,time,mean_reward
205,0h1min2s,0.6
469,0h2min3s,0.63
769,0h3min4s,0.64
1116,0h4min5s,0.71
1569,0h5min8s,0.76
2000,0h6min9s,0.79
2359,0h7min9s,0.84
2812,0h8min11s,0.85
3263,0h9min11s,0.87
3641,0h10min14s,0.86
4105,0h11min15s,0.88
4679,0h12min15s,0.9
5252,0h13min15s,0.93
5903,0h14min16s,0.94
6605,0h15min16s,0.94
7403,0h16min17s,0.94
8223,0h17min18s,0.95
9128,0h18min18s,0.95
10213,0h19min18s,0.96
11628,0h20min19s,0.98
13507,0h21min19s,0.97
15169,0h22min20s,0.99
17655,0h23min21s,1.0
21259,0h24min21s,1.0
26224,0h25min21s,1.0
39508,0h26min21s,1.0
