n_steps,time,mean_reward
150,0h1min1s,0.56
307,0h2min3s,0.59
479,0h3min4s,0.65
677,0h4min5s,0.68
897,0h5min9s,0.69
1084,0h6min10s,0.71
1280,0h7min12s,0.74
1479,0h8min13s,0.75
1707,0h9min13s,0.76
1924,0h10min15s,0.76
2151,0h11min16s,0.74
2387,0h12min16s,0.75
2642,0h13min19s,0.75
2879,0h14min19s,0.76
3153,0h15min19s,0.77
3424,0h16min21s,0.77
3696,0h17min23s,0.77
4000,0h18min25s,0.77
4332,0h19min25s,0.79
4647,0h20min29s,0.81
4990,0h21min31s,0.82
5318,0h22min32s,0.82
5639,0h23min33s,0.84
5955,0h24min35s,0.85
6298,0h25min35s,0.88
6706,0h26min35s,0.89
7140,0h27min36s,0.88
7691,0h28min36s,0.87
8280,0h29min39s,0.88
8850,0h30min41s,0.89
9448,0h31min42s,0.91
10015,0h32min42s,0.91
10669,0h33min42s,0.91
11364,0h34min44s,0.9
12134,0h35min44s,0.9
12940,0h36min45s,0.91
13943,0h37min46s,0.92
14849,0h38min48s,0.91
16243,0h39min49s,0.91
17768,0h40min49s,0.9
20016,0h41min49s,0.92
21695,0h42min50s,0.91
24757,0h43min50s,0.91
27275,0h44min50s,0.92
30729,0h45min50s,0.93
34554,0h46min50s,0.92
43425,0h47min51s,0.93
50159,0h48min51s,0.93
62040,0h49min51s,0.93
96549,0h50min51s,0.93
129642,0h51min51s,0.93
171374,0h52min51s,0.93
213660,0h53min53s,0.93
262200,0h54min53s,0.93
