n_steps,time,mean_reward
137,0h1min2s,0.45
310,0h2min6s,0.51
496,0h3min10s,0.54
700,0h4min11s,0.56
904,0h5min14s,0.59
1098,0h6min15s,0.64
1295,0h7min17s,0.67
1483,0h8min17s,0.68
1709,0h9min20s,0.7
1923,0h10min21s,0.73
2155,0h11min23s,0.75
2378,0h12min25s,0.74
2663,0h13min28s,0.76
2925,0h14min28s,0.77
3211,0h15min29s,0.76
3559,0h16min31s,0.8
3879,0h17min31s,0.81
4268,0h18min32s,0.83
4624,0h19min33s,0.84
5029,0h20min36s,0.86
5438,0h21min36s,0.85
5946,0h22min38s,0.86
6449,0h23min38s,0.88
6958,0h24min40s,0.89
7405,0h25min42s,0.9
7894,0h26min43s,0.9
8416,0h27min44s,0.9
8976,0h28min44s,0.89
9636,0h29min44s,0.89
10454,0h30min45s,0.9
11450,0h31min46s,0.89
12347,0h32min46s,0.9
13283,0h33min46s,0.91
14092,0h34min46s,0.9
15254,0h35min46s,0.92
16400,0h36min47s,0.92
17658,0h37min49s,0.92
19365,0h38min49s,0.92
21502,0h39min49s,0.93
23605,0h40min50s,0.93
26867,0h41min50s,0.93
32514,0h42min50s,0.93
38286,0h43min50s,0.93
41572,0h44min50s,0.93
44656,0h45min51s,0.93
47573,0h46min51s,0.93
54167,0h47min51s,0.93
66037,0h48min51s,0.92
77993,0h49min51s,0.93
89740,0h50min52s,0.93
101800,0h51min52s,0.93
118877,0h52min52s,0.93
132139,0h53min52s,0.93
149324,0h54min53s,0.93
