n_steps,time,mean_reward
155,0h1min3s,0.59
344,0h2min6s,0.67
536,0h3min8s,0.7
749,0h4min10s,0.71
954,0h5min12s,0.74
1175,0h6min12s,0.76
1385,0h7min12s,0.82
1589,0h8min12s,0.83
1808,0h9min14s,0.86
2047,0h10min18s,0.89
2253,0h11min20s,0.9
2485,0h12min23s,0.9
2728,0h13min26s,0.9
2945,0h14min29s,0.91
3165,0h15min32s,0.92
3386,0h16min36s,0.92
3631,0h17min37s,0.93
3916,0h18min38s,0.94
4194,0h19min40s,0.94
4458,0h20min42s,0.94
4749,0h21min46s,0.94
5053,0h22min49s,0.94
5335,0h23min50s,0.96
5674,0h24min52s,0.96
6003,0h25min56s,0.95
6369,0h26min57s,0.94
6712,0h28min0s,0.94
7142,0h29min3s,0.93
7504,0h30min5s,0.94
7827,0h31min5s,0.95
8175,0h32min6s,0.95
8615,0h33min8s,0.95
9052,0h34min8s,0.95
9470,0h35min8s,0.96
10063,0h36min9s,0.96
10506,0h37min11s,0.98
10894,0h38min11s,0.98
11333,0h39min11s,0.97
11835,0h40min12s,0.97
12386,0h41min12s,0.97
12953,0h42min13s,0.98
13531,0h43min13s,0.98
14097,0h44min15s,0.98
14583,0h45min16s,0.97
15149,0h46min17s,0.97
15802,0h47min19s,0.98
16600,0h48min19s,0.98
17388,0h49min20s,0.97
17968,0h50min22s,0.98
18522,0h51min22s,0.98
19256,0h52min23s,0.99
19991,0h53min24s,0.99
20874,0h54min24s,0.99
