n_steps,time,mean_reward,mean_length
713,0h0min3s,0.33,71.3
1060,0h0min6s,0.28,53.0
1713,0h0min17s,0.32,57.1
2136,0h0min26s,0.32,53.4
2714,0h0min38s,0.32,54.28
3152,0h0min48s,0.31,48.57
3676,0h0min59s,0.32,51.75
4021,0h1min7s,0.3,47.59
4433,0h1min17s,0.27,46.16
4904,0h1min26s,0.25,43.86
5481,0h1min38s,0.25,46.31
6097,0h1min51s,0.25,48.41
6667,0h2min3s,0.25,52.55
7383,0h2min20s,0.26,58.69
8003,0h2min31s,0.25,61.02
8600,0h2min43s,0.23,63.12
9183,0h2min55s,0.2,61.33
9852,0h3min9s,0.22,63.06
10740,0h3min27s,0.24,68.49
11342,0h3min37s,0.24,65.73
11952,0h3min50s,0.25,66.04
12498,0h4min1s,0.24,65.43
13082,0h4min15s,0.23,63.69
13588,0h4min26s,0.22,57.8
14064,0h4min36s,0.22,54.12
14721,0h4min50s,0.22,56.25
15274,0h5min3s,0.25,55.41
16076,0h5min20s,0.27,59.45
16670,0h5min33s,0.28,61.18
17484,0h5min50s,0.27,67.63
18117,0h6min3s,0.27,67.18
18734,0h6min17s,0.26,68.04
19566,0h6min36s,0.24,68.96
20053,0h6min47s,0.22,66.51
20985,0h7min7s,0.22,70.61
21467,0h7min17s,0.23,66.22
22097,0h7min31s,0.23,66.59
22560,0h7min41s,0.22,59.27
23199,0h7min54s,0.21,62.67
23915,0h8min7s,0.25,60.57
24596,0h8min23s,0.25,61.55
25246,0h8min35s,0.27,62.59
25815,0h8min48s,0.29,64.43
26311,0h8min59s,0.3,62.9
27234,0h9min14s,0.31,66.43
27884,0h9min30s,0.3,66.16
28495,0h9min41s,0.29,65.96
29213,0h9min57s,0.29,67.57
29952,0h10min15s,0.3,72.53
30687,0h10min32s,0.29,71.24
31433,0h10min45s,0.29,71.55
32095,0h11min0s,0.3,71.02
32669,0h11min12s,0.3,68.55
33301,0h11min25s,0.27,66.25
34043,0h11min40s,0.28,67.76
34536,0h11min52s,0.25,63.43
35027,0h12min3s,0.23,59.82
35786,0h12min17s,0.23,62.53
36596,0h12min36s,0.23,65.16
37129,0h12min48s,0.23,62.47
37607,0h12min59s,0.24,60.63
38018,0h13min9s,0.24,60.61
38732,0h13min25s,0.24,58.35
39329,0h13min38s,0.24,54.1
39949,0h13min53s,0.25,56.18
40769,0h14min12s,0.27,62.53
41260,0h14min22s,0.27,63.75
41774,0h14min34s,0.27,60.43
42317,0h14min47s,0.29,58.86
42952,0h15min3s,0.27,59.14
43378,0h15min13s,0.25,51.94
43953,0h15min26s,0.25,53.27
44472,0h15min37s,0.25,53.27
45020,0h15min49s,0.24,55.1
45522,0h16min0s,0.23,52.35
45818,0h16min8s,0.22,49.14
46329,0h16min18s,0.24,49.49
46958,0h16min33s,0.24,49.2
47660,0h16min46s,0.25,52.33
48261,0h16min58s,0.27,54.14
48864,0h17min12s,0.28,60.67
49316,0h17min22s,0.27,59.33
49732,0h17min31s,0.26,55.43
50284,0h17min43s,0.26,54.57
50912,0h17min57s,0.26,54.59
51468,0h18min8s,0.28,53.59
52095,0h18min22s,0.27,55.12
52649,0h18min34s,0.26,57.78
53288,0h18min47s,0.25,59.22
53652,0h18min55s,0.23,54.27
54188,0h19min6s,0.23,56.24
54878,0h19min22s,0.22,54.78
55580,0h19min38s,0.22,58.45
56272,0h19min54s,0.22,58.92
56881,0h20min9s,0.23,64.61
57447,0h20min23s,0.22,64.49
57834,0h20min33s,0.22,59.27
58435,0h20min47s,0.22,56.61
59021,0h21min1s,0.23,55.06
59520,0h21min12s,0.21,51.98
60171,0h21min26s,0.23,54.73
60711,0h21min40s,0.25,57.27
61330,0h21min54s,0.24,57.2
62033,0h22min12s,0.25,60.18
62409,0h22min21s,0.25,57.53
63211,0h22min39s,0.25,60.2
63943,0h22min54s,0.25,66.75
64434,0h23min6s,0.24,61.65
65268,0h23min25s,0.24,64.53
65748,0h23min39s,0.25,66.06
66298,0h23min52s,0.23,61.06
66715,0h24min2s,0.23,57.25
67269,0h24min16s,0.24,55.71
67659,0h24min27s,0.23,47.55
67861,0h24min33s,0.21,41.67
68450,0h24min47s,0.23,42.65
69051,0h25min3s,0.24,46.16
69757,0h25min21s,0.24,49.39
70618,0h25min40s,0.25,58.18
71331,0h25min58s,0.28,68.35
72011,0h26min15s,0.27,70.02
