n_steps,time,mean_reward,mean_length
677,0h0min3s,0.35,67.7
1081,0h0min6s,0.34,54.05
1426,0h0min13s,0.32,47.53
1787,0h0min22s,0.3,44.67
2478,0h0min37s,0.32,49.56
2953,0h0min47s,0.3,46.59
3509,0h1min0s,0.3,48.45
4031,0h1min12s,0.3,51.71
4563,0h1min23s,0.31,56.76
5045,0h1min34s,0.28,51.31
5735,0h1min48s,0.28,55.73
6235,0h1min59s,0.25,53.73
6835,0h2min12s,0.25,55.61
7667,0h2min30s,0.26,61.22
8293,0h2min43s,0.27,65.65
8866,0h2min57s,0.26,62.33
9300,0h3min7s,0.25,60.45
9722,0h3min17s,0.23,57.47
10517,0h3min33s,0.23,58.18
11201,0h3min48s,0.23,58.98
12078,0h4min7s,0.24,63.27
12575,0h4min17s,0.25,66.18
13098,0h4min28s,0.27,67.31
13457,0h4min36s,0.26,59.61
14056,0h4min50s,0.25,57.43
14668,0h5min4s,0.25,51.25
14939,0h5min12s,0.24,46.92
15476,0h5min25s,0.24,48.73
16137,0h5min40s,0.23,54.24
16937,0h5min57s,0.21,58.45
17594,0h6min13s,0.21,59.33
18352,0h6min28s,0.22,67.75
18851,0h6min39s,0.2,67.02
19608,0h6min57s,0.22,70.02
20307,0h7min13s,0.24,66.8
20913,0h7min27s,0.25,67.04
21303,0h7min37s,0.25,59.82
22043,0h7min55s,0.27,62.92
22705,0h8min10s,0.28,61.53
23242,0h8min23s,0.27,59.22
23974,0h8min38s,0.28,60.57
24423,0h8min49s,0.29,63.14
24799,0h8min59s,0.27,54.24
25504,0h9min15s,0.28,56.24
25991,0h9min27s,0.28,55.0
26432,0h9min38s,0.26,48.98
26919,0h9min51s,0.26,49.43
27600,0h10min6s,0.29,55.71
28287,0h10min21s,0.3,57.06
28953,0h10min36s,0.29,60.04
29719,0h10min52s,0.32,66.41
30222,0h11min3s,0.33,66.37
30745,0h11min15s,0.29,61.88
31406,0h11min30s,0.29,63.73
31842,0h11min41s,0.3,57.35
32340,0h11min53s,0.29,53.08
32743,0h12min3s,0.27,51.39
33124,0h12min13s,0.26,47.16
33505,0h12min23s,0.24,41.78
33994,0h12min34s,0.24,42.9
34743,0h12min51s,0.25,47.71
35125,0h13min0s,0.24,47.2
35789,0h13min14s,0.28,52.71
36265,0h13min24s,0.29,56.08
36774,0h13min35s,0.3,55.65
37281,0h13min46s,0.3,50.29
38065,0h14min3s,0.33,58.08
38444,0h14min13s,0.31,52.49
39267,0h14min32s,0.33,59.61
39682,0h14min41s,0.32,57.63
39978,0h14min50s,0.3,53.47
40514,0h15min3s,0.29,48.76
41031,0h15min14s,0.29,50.94
41452,0h15min24s,0.28,46.29
42058,0h15min38s,0.29,47.12
42496,0h15min48s,0.3,49.75
42871,0h15min58s,0.29,46.69
43432,0h16min11s,0.3,48.43
43890,0h16min21s,0.31,48.18
44273,0h16min31s,0.29,45.39
44727,0h16min42s,0.28,44.47
45206,0h16min53s,0.29,46.41
45788,0h17min6s,0.28,47.45
46225,0h17min18s,0.26,46.14
46528,0h17min27s,0.25,44.51
47154,0h17min39s,0.26,47.9
47682,0h17min50s,0.27,49.04
48181,0h18min2s,0.28,48.51
48754,0h18min14s,0.28,49.82
49541,0h18min30s,0.31,59.41
49896,0h18min39s,0.29,54.25
50703,0h18min56s,0.29,60.12
51493,0h19min11s,0.29,65.59
52186,0h19min27s,0.3,69.25
52803,0h19min41s,0.29,66.35
53476,0h19min55s,0.28,70.75
54113,0h20min8s,0.27,67.41
54693,0h20min22s,0.27,65.33
55471,0h20min39s,0.25,65.22
56251,0h20min55s,0.26,68.94
56912,0h21min10s,0.29,70.31
57529,0h21min25s,0.29,68.94
58229,0h21min39s,0.31,70.78
58692,0h21min50s,0.32,65.27
59079,0h21min58s,0.3,55.8
59556,0h22min10s,0.29,53.92
60050,0h22min23s,0.26,50.06
60611,0h22min36s,0.22,48.67
61155,0h22min48s,0.23,50.25
61729,0h23min2s,0.24,52.8
62225,0h23min10s,0.23,53.2
62605,0h23min19s,0.25,50.82
63308,0h23min35s,0.27,53.06
63936,0h23min49s,0.28,56.18
64685,0h24min6s,0.29,59.1
65526,0h24min24s,0.28,64.86
66203,0h24min39s,0.29,71.51
66842,0h24min55s,0.26,70.33
67326,0h25min6s,0.27,67.59
68029,0h25min22s,0.26,67.14
68837,0h25min42s,0.26,66.88
69532,0h26min0s,0.25,67.24
70152,0h26min16s,0.27,65.25
