n_steps,time,mean_reward,mean_length
539,0h0min2s,0.33,53.9
1092,0h0min6s,0.33,54.6
1683,0h0min16s,0.33,56.1
2131,0h0min26s,0.33,53.27
2715,0h0min40s,0.32,54.3
3155,0h0min50s,0.31,51.59
3573,0h0min59s,0.3,49.57
4208,0h1min11s,0.29,49.98
4674,0h1min21s,0.27,50.2
5174,0h1min33s,0.27,48.71
5626,0h1min42s,0.27,49.08
6183,0h1min54s,0.28,52.0
6722,0h2min7s,0.27,50.25
7120,0h2min16s,0.27,48.22
7728,0h2min28s,0.27,52.04
8482,0h2min45s,0.26,57.18
9136,0h2min59s,0.25,58.43
9615,0h3min10s,0.25,57.82
10217,0h3min24s,0.25,61.47
11005,0h3min39s,0.27,65.0
11629,0h3min52s,0.29,63.33
12149,0h4min4s,0.29,60.47
12689,0h4min16s,0.29,60.69
13382,0h4min31s,0.3,63.18
13878,0h4min41s,0.28,58.29
14499,0h4min54s,0.28,58.24
14992,0h5min4s,0.27,57.71
15426,0h5min14s,0.27,53.84
15995,0h5min27s,0.28,53.94
16610,0h5min40s,0.28,54.84
17263,0h5min54s,0.27,55.61
17724,0h6min4s,0.28,53.92
18491,0h6min21s,0.29,61.1
19292,0h6min37s,0.29,64.8
19777,0h6min48s,0.3,64.06
20346,0h7min0s,0.3,61.16
20960,0h7min12s,0.29,63.92
21438,0h7min23s,0.27,59.75
21985,0h7min36s,0.28,56.41
22495,0h7min47s,0.28,53.73
23049,0h7min57s,0.26,53.61
23589,0h8min9s,0.26,51.88
24160,0h8min22s,0.29,53.73
24949,0h8min38s,0.29,58.59
25514,0h8min51s,0.29,59.78
25788,0h8min58s,0.28,54.37
26555,0h9min14s,0.29,58.82
26932,0h9min22s,0.25,54.92
27703,0h9min37s,0.26,54.35
28077,0h9min45s,0.26,51.98
28689,0h9min58s,0.28,57.41
29479,0h10min14s,0.29,58.76
30276,0h10min30s,0.3,65.94
30925,0h10min45s,0.3,65.73
31591,0h11min0s,0.3,69.12
32284,0h11min13s,0.3,71.12
32814,0h11min24s,0.29,67.35
33478,0h11min37s,0.28,63.96
34145,0h11min51s,0.29,66.63
34711,0h12min4s,0.26,61.59
35452,0h12min18s,0.25,62.22
36150,0h12min33s,0.26,66.8
36585,0h12min42s,0.25,61.14
37220,0h12min55s,0.25,61.35
37772,0h13min7s,0.26,61.98
38560,0h13min24s,0.25,62.9
39291,0h13min41s,0.26,63.55
39795,0h13min52s,0.26,63.18
40359,0h14min4s,0.25,62.16
40748,0h14min13s,0.25,59.43
41349,0h14min26s,0.25,54.88
41762,0h14min35s,0.22,50.41
42237,0h14min45s,0.21,48.71
42772,0h14min55s,0.2,47.45
43140,0h15min4s,0.22,47.78
43703,0h15min17s,0.21,46.71
44215,0h15min29s,0.2,49.41
44870,0h15min42s,0.21,52.16
45488,0h15min57s,0.22,54.06
46260,0h16min15s,0.21,62.16
46652,0h16min24s,0.2,58.1
47152,0h16min35s,0.21,58.55
47664,0h16min47s,0.22,56.08
48280,0h17min2s,0.23,55.45
48586,0h17min9s,0.23,47.18
48982,0h17min19s,0.24,46.71
49430,0h17min30s,0.24,44.96
50175,0h17min45s,0.24,50.25
50829,0h17min59s,0.24,50.35
51330,0h18min10s,0.24,54.55
51935,0h18min25s,0.25,58.27
52563,0h18min39s,0.27,61.8
53041,0h18min51s,0.25,58.16
53448,0h19min1s,0.27,54.02
54139,0h19min16s,0.27,57.04
54496,0h19min25s,0.26,50.53
55216,0h19min41s,0.26,53.98
55568,0h19min51s,0.26,50.1
56095,0h20min2s,0.24,52.82
57070,0h20min22s,0.26,60.2
57717,0h20min37s,0.28,63.8
58237,0h20min48s,0.26,60.02
58763,0h21min1s,0.26,63.04
59409,0h21min17s,0.27,65.49
59943,0h21min31s,0.26,57.27
60445,0h21min43s,0.24,55.45
60898,0h21min54s,0.25,52.69
61444,0h22min6s,0.26,53.25
62071,0h22min18s,0.27,52.59
62478,0h22min28s,0.27,51.67
63017,0h22min41s,0.27,50.82
63576,0h22min55s,0.27,53.69
64350,0h23min12s,0.28,59.22
65170,0h23min26s,0.28,62.73
65818,0h23min42s,0.28,65.88
66349,0h23min54s,0.29,66.06
67006,0h24min9s,0.29,69.67
67572,0h24min21s,0.28,66.25
67984,0h24min31s,0.26,57.14
68630,0h24min46s,0.27,56.37
69069,0h24min57s,0.24,53.57
69570,0h25min10s,0.24,51.12
69959,0h25min20s,0.22,47.92
70654,0h25min36s,0.22,52.86
71185,0h25min50s,0.22,50.96
71884,0h26min8s,0.22,56.24
