n_steps,time,mean_reward,mean_length
525,0h0min2s,0.28,52.5
1077,0h0min6s,0.29,53.85
1576,0h0min15s,0.31,52.53
1934,0h0min23s,0.3,48.35
2374,0h0min33s,0.3,47.48
2732,0h0min42s,0.29,43.43
3109,0h0min50s,0.28,40.69
3570,0h1min0s,0.27,40.02
4026,0h1min12s,0.25,41.18
4520,0h1min21s,0.25,42.78
5249,0h1min38s,0.25,50.47
5799,0h1min51s,0.26,53.43
6280,0h2min3s,0.24,53.59
6823,0h2min15s,0.23,55.14
7543,0h2min29s,0.22,59.88
8248,0h2min46s,0.2,60.45
9340,0h3min8s,0.21,69.86
10025,0h3min24s,0.2,73.76
10337,0h3min32s,0.2,69.76
10928,0h3min44s,0.22,68.33
11499,0h3min56s,0.24,63.9
11999,0h4min9s,0.22,53.06
12471,0h4min20s,0.23,49.14
13243,0h4min36s,0.26,57.27
13989,0h4min52s,0.26,61.98
14456,0h5min3s,0.25,58.57
15068,0h5min16s,0.26,60.96
15685,0h5min29s,0.24,63.69
16334,0h5min43s,0.22,62.88
16874,0h5min56s,0.2,57.24
17374,0h6min8s,0.2,58.24
18001,0h6min22s,0.21,58.96
18655,0h6min36s,0.2,58.73
19103,0h6min47s,0.19,56.49
19686,0h6min58s,0.18,56.73
20353,0h7min11s,0.18,60.37
21171,0h7min28s,0.17,64.12
21751,0h7min40s,0.18,61.16
22259,0h7min52s,0.21,63.84
23018,0h8min8s,0.21,66.04
23937,0h8min27s,0.23,72.24
24584,0h8min41s,0.21,68.88
25291,0h8min56s,0.22,70.04
25936,0h9min10s,0.23,72.96
26520,0h9min23s,0.22,70.63
27242,0h9min38s,0.22,65.61
27959,0h9min53s,0.23,68.76
28562,0h10min6s,0.23,65.0
29372,0h10min23s,0.23,67.94
29977,0h10min38s,0.22,68.61
30750,0h10min53s,0.22,69.51
31359,0h11min6s,0.23,68.63
32177,0h11min24s,0.23,71.33
32838,0h11min38s,0.24,69.92
33451,0h11min50s,0.25,70.29
34327,0h12min8s,0.25,70.63
34996,0h12min23s,0.26,72.0
35416,0h12min33s,0.24,66.14
36256,0h12min52s,0.22,68.98
36815,0h13min6s,0.23,66.76
37422,0h13min19s,0.22,63.31
37997,0h13min31s,0.2,61.24
38473,0h13min43s,0.21,61.9
39244,0h14min0s,0.22,60.86
39998,0h14min16s,0.22,65.45
40755,0h14min34s,0.22,65.82
41451,0h14min51s,0.23,68.14
42033,0h15min6s,0.25,70.59
42491,0h15min16s,0.26,64.33
43112,0h15min31s,0.25,62.45
43782,0h15min46s,0.25,60.98
44555,0h16min3s,0.26,62.82
45217,0h16min16s,0.24,64.39
45914,0h16min33s,0.23,68.04
46716,0h16min51s,0.23,70.86
47324,0h17min5s,0.24,72.02
48061,0h17min22s,0.23,72.37
48695,0h17min35s,0.23,70.59
49367,0h17min51s,0.22,70.0
49943,0h18min5s,0.22,63.41
50719,0h18min21s,0.23,67.0
51311,0h18min36s,0.23,65.69
51867,0h18min50s,0.22,64.16
52422,0h19min4s,0.23,61.86
53134,0h19min20s,0.23,64.53
53597,0h19min31s,0.21,58.39
54270,0h19min46s,0.23,58.22
54891,0h19min58s,0.23,59.63
55727,0h20min18s,0.21,66.76
56639,0h20min39s,0.22,69.2
57384,0h20min57s,0.24,74.8
58025,0h21min11s,0.24,74.0
58774,0h21min29s,0.24,76.47
59407,0h21min44s,0.24,73.69
60025,0h21min59s,0.24,67.35
60878,0h22min19s,0.24,70.47
61444,0h22min32s,0.21,67.67
62195,0h22min50s,0.19,69.29
62967,0h23min7s,0.19,70.08
63687,0h23min24s,0.18,72.31
64325,0h23min39s,0.17,69.65
65158,0h23min58s,0.19,73.35
65812,0h24min13s,0.21,73.69
66513,0h24min31s,0.19,71.49
67090,0h24min45s,0.19,67.2
67773,0h25min3s,0.21,68.18
68420,0h25min19s,0.21,64.78
69240,0h25min37s,0.18,68.12
69889,0h25min54s,0.19,66.94
70617,0h26min11s,0.2,72.12
