n_steps,time,mean_reward,mean_length
408,0h0min1s,0.25,40.8
1044,0h0min4s,0.27,52.2
1523,0h0min11s,0.27,50.77
1832,0h0min16s,0.25,45.8
2647,0h0min31s,0.27,52.94
3396,0h0min44s,0.28,58.76
3883,0h0min51s,0.27,56.43
4253,0h0min57s,0.25,55.49
4777,0h1min7s,0.23,58.47
5400,0h1min18s,0.2,55.94
5864,0h1min27s,0.16,48.73
6331,0h1min34s,0.16,48.57
6865,0h1min44s,0.17,51.71
7609,0h1min57s,0.2,56.59
8483,0h2min13s,0.22,62.41
9107,0h2min26s,0.24,63.88
9819,0h2min39s,0.24,70.35
10563,0h2min53s,0.23,74.47
11295,0h3min6s,0.21,73.25
11996,0h3min18s,0.2,69.96
12505,0h3min27s,0.17,67.51
13162,0h3min36s,0.16,65.69
13845,0h3min46s,0.18,64.96
14554,0h4min0s,0.19,66.61
15230,0h4min13s,0.19,63.63
16029,0h4min29s,0.2,69.55
16930,0h4min45s,0.22,75.84
17995,0h5min5s,0.24,82.51
18485,0h5min14s,0.24,79.78
18967,0h5min22s,0.23,74.49
19587,0h5min32s,0.21,71.73
20322,0h5min44s,0.2,68.78
20858,0h5min55s,0.19,62.67
21558,0h6min8s,0.19,60.59
22300,0h6min19s,0.19,66.06
22797,0h6min29s,0.18,63.31
23395,0h6min38s,0.18,61.06
24129,0h6min49s,0.17,66.1
24627,0h6min58s,0.16,61.25
25185,0h7min9s,0.17,57.61
25874,0h7min21s,0.18,60.96
26515,0h7min32s,0.18,61.57
27151,0h7min43s,0.18,61.22
28028,0h7min58s,0.19,67.49
28646,0h8min8s,0.2,68.98
29457,0h8min23s,0.2,72.22
29790,0h8min30s,0.21,65.08
30449,0h8min42s,0.21,65.69
30981,0h8min50s,0.21,58.78
31619,0h9min1s,0.21,60.43
32382,0h9min14s,0.21,59.31
32887,0h9min22s,0.22,61.0
33592,0h9min35s,0.22,63.59
34306,0h9min49s,0.22,66.1
34833,0h10min0s,0.22,65.53
35646,0h10min14s,0.23,66.22
36304,0h10min26s,0.2,67.16
36704,0h10min34s,0.2,61.8
37243,0h10min45s,0.17,59.0
37649,0h10min54s,0.18,55.45
38336,0h11min7s,0.16,54.71
38972,0h11min18s,0.19,54.27
39443,0h11min27s,0.18,53.94
40123,0h11min39s,0.19,56.75
40761,0h11min49s,0.19,62.27
41318,0h11min58s,0.19,60.43
41905,0h12min8s,0.19,57.86
42459,0h12min19s,0.19,59.8
43110,0h12min31s,0.19,60.53
43853,0h12min42s,0.21,62.59
44494,0h12min53s,0.23,63.63
45398,0h13min9s,0.23,69.14
