n_steps,time,mean_reward,mean_length
501,0h0min1s,0.34,50.1
1022,0h0min4s,0.34,51.1
1558,0h0min11s,0.33,51.93
2161,0h0min23s,0.32,54.02
2571,0h0min30s,0.31,51.42
3287,0h0min44s,0.31,55.49
4044,0h0min57s,0.32,60.55
4692,0h1min11s,0.31,61.98
5313,0h1min21s,0.32,65.49
5907,0h1min32s,0.3,65.82
6805,0h1min49s,0.3,70.02
7612,0h2min4s,0.25,71.92
8558,0h2min21s,0.25,77.76
9110,0h2min31s,0.24,74.86
9885,0h2min46s,0.25,78.29
10596,0h2min59s,0.23,77.37
11464,0h3min16s,0.24,77.76
12322,0h3min30s,0.24,75.43
13255,0h3min46s,0.25,83.24
14193,0h4min1s,0.22,86.8
15173,0h4min20s,0.23,90.18
16050,0h4min37s,0.23,91.88
17129,0h4min55s,0.24,97.43
17971,0h5min9s,0.24,94.75
18916,0h5min26s,0.25,93.39
19585,0h5min38s,0.23,89.0
20541,0h5min56s,0.25,90.02
21485,0h6min14s,0.26,87.37
21908,0h6min23s,0.25,79.16
22720,0h6min37s,0.25,76.55
23519,0h6min52s,0.26,79.1
24081,0h7min1s,0.23,72.1
24781,0h7min13s,0.22,67.49
25846,0h7min31s,0.23,78.84
26463,0h7min42s,0.24,75.35
27242,0h7min55s,0.23,74.22
27945,0h8min6s,0.24,76.31
28820,0h8min22s,0.23,81.16
29362,0h8min32s,0.22,70.9
30106,0h8min46s,0.23,72.37
30706,0h8min59s,0.22,69.88
31567,0h9min14s,0.2,72.98
32423,0h9min29s,0.22,72.61
33268,0h9min43s,0.23,77.02
33867,0h9min56s,0.22,74.67
34679,0h10min11s,0.24,80.02
35382,0h10min25s,0.24,76.76
36222,0h10min41s,0.24,77.57
37056,0h10min57s,0.21,77.61
37860,0h11min12s,0.2,80.12
38588,0h11min26s,0.22,78.61
39134,0h11min36s,0.22,76.22
39799,0h11min50s,0.24,72.1
40408,0h12min1s,0.25,68.14
40850,0h12min9s,0.25,59.08
41529,0h12min21s,0.26,60.0
42078,0h12min32s,0.24,58.39
42962,0h12min48s,0.22,63.98
43652,0h13min0s,0.21,65.57
44324,0h13min11s,0.22,70.08
