n_steps,time,mean_reward,mean_length
532,0h0min1s,0.24,53.2
959,0h0min3s,0.22,47.95
1250,0h0min8s,0.21,41.67
1731,0h0min15s,0.23,43.27
2198,0h0min23s,0.24,43.96
2562,0h0min30s,0.24,40.1
3048,0h0min39s,0.24,41.24
3614,0h0min50s,0.26,46.84
4124,0h0min58s,0.25,47.18
4933,0h1min12s,0.25,54.08
5328,0h1min20s,0.24,54.84
6254,0h1min36s,0.24,64.82
6903,0h1min48s,0.23,65.41
7526,0h1min59s,0.24,68.67
8116,0h2min10s,0.23,64.37
8922,0h2min25s,0.21,70.57
9366,0h2min32s,0.2,62.69
9886,0h2min42s,0.19,59.43
10369,0h2min51s,0.19,57.71
10881,0h3min1s,0.18,56.18
11398,0h3min11s,0.19,48.9
12143,0h3min23s,0.18,54.61
12820,0h3min36s,0.18,58.22
13771,0h3min54s,0.2,67.29
14578,0h4min7s,0.2,72.78
15237,0h4min19s,0.2,77.24
16010,0h4min35s,0.23,77.78
16414,0h4min44s,0.23,70.86
17102,0h4min57s,0.23,68.63
17568,0h5min5s,0.22,59.18
18142,0h5min16s,0.22,58.92
18804,0h5min28s,0.22,56.75
19428,0h5min39s,0.21,59.31
19927,0h5min49s,0.21,55.71
20663,0h6min2s,0.21,61.08
21474,0h6min16s,0.2,65.82
22138,0h6min28s,0.19,66.33
22773,0h6min39s,0.2,66.04
23199,0h6min47s,0.21,66.12
23971,0h7min3s,0.2,65.39
24283,0h7min9s,0.19,57.04
24714,0h7min18s,0.2,50.84
25152,0h7min27s,0.2,49.04
25885,0h7min41s,0.2,53.35
26459,0h7min52s,0.2,49.45
26975,0h8min1s,0.21,53.02
27548,0h8min12s,0.24,56.55
28001,0h8min20s,0.24,56.73
28593,0h8min31s,0.26,55.06
29033,0h8min40s,0.25,52.43
29554,0h8min51s,0.26,52.78
29935,0h8min59s,0.23,47.08
30782,0h9min14s,0.25,54.65
31514,0h9min28s,0.23,59.86
31918,0h9min36s,0.24,60.04
32233,0h9min43s,0.22,53.39
32891,0h9min56s,0.23,58.16
33336,0h10min5s,0.21,50.69
33900,0h10min16s,0.22,47.04
34368,0h10min24s,0.22,48.73
34887,0h10min34s,0.23,54.63
35409,0h10min44s,0.23,49.8
36064,0h10min58s,0.24,53.88
36714,0h11min9s,0.24,57.14
37276,0h11min20s,0.25,59.96
37946,0h11min33s,0.25,60.63
38433,0h11min43s,0.24,61.57
39123,0h11min55s,0.24,60.18
39597,0h12min3s,0.23,56.75
40139,0h12min13s,0.21,58.1
41010,0h12min32s,0.23,63.18
41476,0h12min41s,0.24,60.14
42155,0h12min54s,0.24,61.41
42816,0h13min7s,0.26,63.31
