n_steps,time,mean_reward,mean_length
469,0h0min1s,0.31,46.9
988,0h0min4s,0.29,49.4
1415,0h0min10s,0.27,47.17
2084,0h0min22s,0.28,52.1
2557,0h0min32s,0.28,51.14
3182,0h0min44s,0.27,53.8
3661,0h0min53s,0.27,52.75
4112,0h1min2s,0.29,54.84
4665,0h1min14s,0.28,53.86
5134,0h1min24s,0.28,52.49
5795,0h1min38s,0.25,51.73
6178,0h1min47s,0.24,49.71
6540,0h1min54s,0.23,48.04
7073,0h2min5s,0.22,51.22
7579,0h2min16s,0.21,49.29
8245,0h2min30s,0.2,50.0
8984,0h2min44s,0.2,55.55
9524,0h2min54s,0.2,58.78
10202,0h3min8s,0.2,61.65
10695,0h3min16s,0.2,61.88
11359,0h3min29s,0.21,63.02
11682,0h3min36s,0.22,54.86
12274,0h3min47s,0.2,54.51
12996,0h4min0s,0.23,56.37
13575,0h4min13s,0.23,57.33
14164,0h4min24s,0.2,56.96
14954,0h4min41s,0.21,66.12
15886,0h4min57s,0.24,73.63
16457,0h5min9s,0.24,69.82
17256,0h5min24s,0.25,74.14
17843,0h5min36s,0.26,72.84
18509,0h5min50s,0.26,72.51
19114,0h6min1s,0.23,63.49
19677,0h6min13s,0.23,63.31
20326,0h6min26s,0.21,60.9
20989,0h6min40s,0.2,61.96
21592,0h6min51s,0.21,62.41
22195,0h7min3s,0.2,62.37
22687,0h7min12s,0.19,59.57
23166,0h7min22s,0.2,56.39
23964,0h7min37s,0.22,60.29
24577,0h7min48s,0.24,59.53
25144,0h8min0s,0.25,59.78
25807,0h8min13s,0.24,61.61
26335,0h8min23s,0.25,63.47
27167,0h8min39s,0.26,63.35
27730,0h8min52s,0.24,62.29
28233,0h9min1s,0.25,60.78
28707,0h9min12s,0.25,58.82
29484,0h9min26s,0.25,64.31
29937,0h9min35s,0.22,56.27
30419,0h9min44s,0.22,53.37
31069,0h9min56s,0.22,56.39
31692,0h10min8s,0.2,58.75
32040,0h10min17s,0.19,52.08
32564,0h10min27s,0.19,52.06
33389,0h10min43s,0.19,58.76
33954,0h10min53s,0.18,58.16
34422,0h11min2s,0.17,53.96
34947,0h11min12s,0.18,57.65
35381,0h11min20s,0.19,55.47
35881,0h11min30s,0.19,50.82
36718,0h11min46s,0.21,55.49
37193,0h11min54s,0.23,56.29
37707,0h12min5s,0.23,56.37
38128,0h12min14s,0.24,54.43
38625,0h12min24s,0.24,54.39
39112,0h12min33s,0.22,48.84
39500,0h12min41s,0.2,45.55
39830,0h12min48s,0.21,41.88
40411,0h12min59s,0.2,46.65
41223,0h13min14s,0.2,51.24
