n_steps,time,mean_reward
192,0h1min1s,0.59
437,0h2min3s,0.64
709,0h3min4s,0.66
1001,0h4min6s,0.7
1302,0h5min6s,0.74
1638,0h6min6s,0.76
1997,0h7min8s,0.79
2339,0h8min10s,0.8
2695,0h9min11s,0.86
3053,0h10min12s,0.88
3420,0h11min14s,0.9
3787,0h12min16s,0.91
4179,0h13min16s,0.91
4524,0h14min18s,0.91
4906,0h15min19s,0.91
5272,0h16min21s,0.9
5708,0h17min22s,0.9
6177,0h18min24s,0.93
6634,0h19min24s,0.95
7108,0h20min25s,0.95
7550,0h21min28s,0.95
8050,0h22min30s,0.94
8531,0h23min31s,0.95
9073,0h24min32s,0.94
9708,0h25min33s,0.93
10323,0h26min34s,0.92
10948,0h27min36s,0.91
11617,0h28min36s,0.93
12215,0h29min36s,0.95
12843,0h30min37s,0.96
13471,0h31min38s,0.95
14149,0h32min40s,0.94
14890,0h33min40s,0.94
15881,0h34min40s,0.95
17007,0h35min40s,0.95
