n_steps,time,mean_reward
182,0h1min2s,0.54
396,0h2min2s,0.63
620,0h3min3s,0.67
868,0h4min5s,0.69
1133,0h5min7s,0.74
1380,0h6min9s,0.78
1656,0h7min9s,0.81
1940,0h8min11s,0.83
2227,0h9min13s,0.84
2491,0h10min13s,0.86
2789,0h11min17s,0.87
3086,0h12min17s,0.9
3385,0h13min19s,0.91
3712,0h14min20s,0.91
4018,0h15min20s,0.92
4354,0h16min23s,0.91
4674,0h17min25s,0.9
4992,0h18min25s,0.9
5353,0h19min27s,0.9
5729,0h20min28s,0.91
6123,0h21min29s,0.92
6484,0h22min30s,0.92
6881,0h23min32s,0.93
7330,0h24min33s,0.93
7654,0h25min33s,0.93
7985,0h26min35s,0.94
8366,0h27min36s,0.93
8955,0h28min37s,0.93
9625,0h29min37s,0.93
10285,0h30min38s,0.94
11080,0h31min38s,0.95
11910,0h32min39s,0.95
12710,0h33min39s,0.95
13951,0h34min40s,0.95
16183,0h35min40s,0.95
