n_steps,time,mean_reward
197,0h1min1s,0.57
429,0h2min2s,0.63
691,0h3min4s,0.67
983,0h4min6s,0.69
1262,0h5min7s,0.75
1567,0h6min9s,0.8
1886,0h7min12s,0.85
2223,0h8min12s,0.89
2583,0h9min13s,0.89
2968,0h10min14s,0.89
3421,0h11min15s,0.89
3824,0h12min17s,0.89
4243,0h13min18s,0.9
4634,0h14min20s,0.91
5011,0h15min22s,0.91
5397,0h16min23s,0.92
5829,0h17min24s,0.91
6301,0h18min26s,0.92
6722,0h19min26s,0.92
7125,0h20min27s,0.92
7615,0h21min28s,0.92
8042,0h22min30s,0.91
8435,0h23min30s,0.92
8935,0h24min32s,0.92
9386,0h25min33s,0.93
9887,0h26min34s,0.93
10324,0h27min35s,0.93
10883,0h28min36s,0.93
11357,0h29min37s,0.94
11898,0h30min37s,0.94
12575,0h31min39s,0.95
13396,0h32min40s,0.94
14586,0h33min41s,0.94
15647,0h34min41s,0.95
16577,0h35min42s,0.97
