n_steps,time,mean_reward
203,0h1min0s,0.56
456,0h2min1s,0.67
705,0h3min1s,0.71
979,0h4min4s,0.75
1238,0h5min5s,0.8
1520,0h6min8s,0.83
1825,0h7min10s,0.82
2108,0h8min10s,0.82
2425,0h9min10s,0.83
2810,0h10min11s,0.83
3111,0h11min12s,0.85
3471,0h12min14s,0.87
3827,0h13min17s,0.88
4214,0h14min18s,0.9
4600,0h15min18s,0.9
4982,0h16min20s,0.91
5447,0h17min21s,0.93
5989,0h18min21s,0.93
6535,0h19min22s,0.94
7099,0h20min23s,0.94
7771,0h21min24s,0.93
8461,0h22min24s,0.95
9118,0h23min25s,0.96
9823,0h24min25s,0.95
10792,0h25min26s,0.96
12101,0h26min27s,0.97
13407,0h27min27s,0.98
14728,0h28min27s,0.98
15968,0h29min27s,0.98
17740,0h30min28s,0.99
19613,0h31min28s,0.98
21702,0h32min28s,0.99
24095,0h33min29s,0.98
26035,0h34min30s,0.99
30454,0h35min30s,0.99
