n_steps,time,mean_reward,mean_length
635,0h0min3s,0.27,63.5
1258,0h0min10s,0.28,62.9
2018,0h0min25s,0.3,67.27
2767,0h0min42s,0.3,69.17
3805,0h1min4s,0.33,76.1
4627,0h1min22s,0.34,80.24
5463,0h1min39s,0.35,83.57
6334,0h1min58s,0.35,87.55
7205,0h2min16s,0.34,88.98
8183,0h2min36s,0.32,86.53
9151,0h2min56s,0.32,91.12
10130,0h3min18s,0.32,94.39
10837,0h3min33s,0.27,88.84
11769,0h3min54s,0.28,90.63
12726,0h4min14s,0.28,91.04
13714,0h4min34s,0.28,91.43
14776,0h4min57s,0.29,93.65
15722,0h5min18s,0.29,98.06
16488,0h5min35s,0.29,95.08
17173,0h5min51s,0.25,89.16
18300,0h6min12s,0.24,91.88
19152,0h6min29s,0.24,87.76
19822,0h6min43s,0.26,82.35
20740,0h7min2s,0.26,85.33
21688,0h7min22s,0.29,90.49
22598,0h7min40s,0.29,86.24
23472,0h7min58s,0.29,86.67
24218,0h8min15s,0.28,87.41
25279,0h8min36s,0.3,91.51
26279,0h8min58s,0.28,91.98
27042,0h9min14s,0.27,89.1
28075,0h9min35s,0.27,90.67
29068,0h9min57s,0.29,95.82
29999,0h10min18s,0.27,93.98
30829,0h10min36s,0.27,91.18
31744,0h10min56s,0.27,92.51
32716,0h11min15s,0.26,92.96
33408,0h11min32s,0.25,87.06
34171,0h11min49s,0.25,82.8
34967,0h12min5s,0.24,83.1
35777,0h12min24s,0.24,82.2
36673,0h12min43s,0.21,78.92
37577,0h13min3s,0.23,83.49
38780,0h13min27s,0.23,92.33
39678,0h13min46s,0.21,92.92
40436,0h14min2s,0.21,93.31
41451,0h14min23s,0.23,94.2
42435,0h14min41s,0.22,97.67
43408,0h15min1s,0.2,94.02
44198,0h15min19s,0.2,89.63
45094,0h15min37s,0.19,93.29
46094,0h15min58s,0.15,96.33
47052,0h16min18s,0.14,92.49
48053,0h16min41s,0.16,93.04
49059,0h17min2s,0.17,96.39
50093,0h17min25s,0.15,99.98
51025,0h17min42s,0.15,98.65
52022,0h18min3s,0.12,99.41
53043,0h18min24s,0.09,99.8
53960,0h18min42s,0.1,98.06
54568,0h18min56s,0.13,89.71
55446,0h19min14s,0.16,88.65
56279,0h19min31s,0.18,85.43
57048,0h19min49s,0.2,80.25
57861,0h20min7s,0.19,77.29
58709,0h20min25s,0.19,83.16
59545,0h20min43s,0.17,82.33
60457,0h21min1s,0.19,83.88
61335,0h21min20s,0.19,86.02
62153,0h21min41s,0.21,85.45
63076,0h22min3s,0.23,86.14
64114,0h22min28s,0.26,91.55
65066,0h22min49s,0.28,92.33
65978,0h23min11s,0.3,93.0
66764,0h23min30s,0.31,92.22
67573,0h23min48s,0.3,89.75
68492,0h24min10s,0.28,87.8
69439,0h24min31s,0.3,88.53
70323,0h24min49s,0.29,86.02
71206,0h25min11s,0.3,89.06
72135,0h25min34s,0.31,91.41
73073,0h25min55s,0.34,91.78
73842,0h26min13s,0.34,88.29
74637,0h26min32s,0.33,86.55
75256,0h26min49s,0.32,80.45
76184,0h27min13s,0.32,81.35
76885,0h27min33s,0.29,76.71
77680,0h27min52s,0.29,77.22
78274,0h28min7s,0.27,71.73
79033,0h28min28s,0.27,74.57
79811,0h28min47s,0.25,73.08
80689,0h29min11s,0.24,76.55
81745,0h29min36s,0.25,79.9
82333,0h29min50s,0.25,81.55
83040,0h30min11s,0.26,80.53
84016,0h30min34s,0.25,84.41
84915,0h30min56s,0.27,84.82
85848,0h31min22s,0.25,82.41
86708,0h31min42s,0.24,85.98
87591,0h32min4s,0.23,90.65
