n_steps,time,mean_reward,mean_length
1054,0h0min5s,0.41,105.4
2049,0h0min24s,0.45,102.45
2663,0h0min36s,0.41,88.77
3807,0h1min2s,0.42,95.17
4775,0h1min25s,0.41,95.5
5609,0h1min43s,0.4,93.14
6665,0h2min6s,0.35,92.47
7449,0h2min23s,0.32,94.55
8279,0h2min41s,0.28,91.18
9090,0h2min59s,0.26,87.33
10199,0h3min22s,0.24,91.96
11276,0h3min46s,0.25,92.37
12252,0h4min12s,0.25,94.47
13199,0h4min36s,0.27,98.43
14025,0h4min56s,0.25,98.73
14935,0h5min18s,0.25,94.82
15901,0h5min40s,0.25,92.65
16742,0h5min59s,0.27,90.0
17663,0h6min20s,0.28,89.49
18739,0h6min43s,0.3,94.39
19717,0h7min6s,0.3,95.73
20657,0h7min26s,0.3,95.22
21456,0h7min44s,0.29,94.39
22808,0h8min14s,0.31,102.63
23764,0h8min35s,0.31,101.31
24861,0h9min2s,0.31,102.82
25759,0h9min22s,0.3,102.0
26635,0h9min43s,0.3,102.55
27506,0h10min2s,0.26,95.06
28419,0h10min23s,0.24,93.06
29394,0h10min44s,0.25,91.86
30247,0h11min3s,0.23,88.78
31194,0h11min25s,0.23,91.8
32347,0h11min49s,0.26,95.16
33168,0h12min7s,0.28,95.8
33865,0h12min24s,0.29,89.63
34720,0h12min43s,0.31,88.14
35780,0h13min4s,0.33,93.69
36765,0h13min27s,0.34,88.59
37723,0h13min48s,0.33,92.41
38395,0h14min5s,0.32,90.78
39183,0h14min23s,0.32,90.24
40225,0h14min47s,0.29,89.75
41306,0h15min9s,0.27,92.45
42256,0h15min30s,0.26,89.25
42957,0h15min45s,0.24,89.76
43736,0h16min3s,0.23,92.22
44432,0h16min19s,0.22,84.45
45395,0h16min40s,0.22,82.14
46213,0h16min58s,0.2,79.55
47194,0h17min20s,0.21,83.41
47986,0h17min39s,0.23,85.29
48869,0h17min59s,0.24,87.63
49681,0h18min20s,0.24,86.0
50549,0h18min39s,0.26,86.98
51115,0h18min55s,0.24,78.84
51996,0h19min15s,0.24,80.59
52712,0h19min32s,0.24,77.31
53735,0h19min58s,0.24,81.45
54563,0h20min17s,0.22,80.67
55603,0h20min41s,0.24,89.41
56408,0h21min0s,0.24,87.45
57488,0h21min24s,0.26,95.61
58266,0h21min44s,0.25,90.8
59083,0h22min4s,0.26,89.45
59992,0h22min24s,0.25,89.29
60827,0h22min45s,0.23,88.61
61636,0h23min3s,0.22,83.29
62593,0h23min27s,0.22,86.29
63656,0h23min50s,0.22,91.63
64692,0h24min14s,0.22,94.12
65639,0h24min37s,0.23,96.31
66609,0h25min1s,0.24,99.47
67572,0h25min24s,0.24,99.59
68572,0h25min51s,0.23,99.06
69660,0h26min18s,0.22,99.37
70625,0h26min46s,0.23,99.73
71514,0h27min8s,0.21,98.14
72522,0h27min34s,0.21,99.02
73481,0h28min0s,0.2,99.61
74434,0h28min28s,0.2,95.57
75424,0h28min55s,0.19,96.06
76249,0h29min17s,0.2,93.29
77204,0h29min42s,0.2,93.76
78252,0h30min7s,0.22,95.51
79218,0h30min34s,0.23,95.76
80160,0h30min56s,0.23,94.82
81174,0h31min23s,0.21,97.12
81989,0h31min44s,0.23,95.78
82964,0h32min11s,0.21,94.35
83977,0h32min35s,0.22,95.71
85007,0h33min2s,0.22,97.0
85948,0h33min26s,0.22,95.57
86871,0h33min48s,0.2,98.47
87842,0h34min12s,0.21,98.12
88799,0h34min35s,0.17,96.51
89773,0h34min59s,0.15,95.41
90728,0h35min25s,0.15,95.69
91754,0h35min49s,0.16,97.71
92620,0h36min13s,0.15,95.65
93641,0h36min41s,0.16,96.41
94621,0h37min5s,0.17,96.55
95606,0h37min32s,0.17,97.61
96557,0h37min56s,0.17,96.14
97590,0h38min24s,0.18,99.78
98380,0h38min47s,0.18,94.88
99228,0h39min10s,0.17,92.29
100214,0h39min37s,0.15,92.06
101358,0h40min10s,0.15,96.1
102270,0h40min32s,0.14,93.73
103161,0h40min58s,0.14,95.71
103983,0h41min19s,0.13,95.2
105038,0h41min45s,0.17,96.55
105948,0h42min10s,0.16,91.96
106791,0h42min32s,0.15,91.41
107848,0h43min0s,0.14,93.86
108743,0h43min25s,0.16,95.29
109667,0h43min50s,0.14,92.73
110593,0h44min13s,0.13,91.53
111741,0h44min44s,0.14,99.02
112693,0h45min9s,0.15,96.96
113663,0h45min34s,0.16,98.02
114542,0h45min56s,0.18,97.55
115342,0h46min17s,0.19,94.33
