n_steps,time,mean_reward,mean_length
630,0h0min3s,0.33,63.0
1318,0h0min11s,0.35,65.9
2203,0h0min29s,0.36,73.43
3041,0h0min47s,0.37,76.03
3753,0h1min4s,0.35,75.06
5230,0h1min37s,0.37,93.43
6322,0h2min1s,0.36,98.92
7432,0h2min27s,0.34,103.47
8486,0h2min50s,0.32,108.73
9268,0h3min6s,0.29,110.1
10102,0h3min25s,0.24,99.04
10981,0h3min45s,0.21,93.31
11902,0h4min5s,0.18,90.65
13021,0h4min29s,0.17,90.88
14216,0h4min54s,0.19,98.98
15197,0h5min16s,0.19,100.73
16206,0h5min39s,0.19,104.41
17192,0h6min1s,0.21,106.84
18230,0h6min24s,0.19,104.1
19020,0h6min44s,0.2,97.22
19952,0h7min7s,0.21,95.2
20830,0h7min27s,0.22,92.63
21832,0h7min50s,0.22,92.94
22668,0h8min8s,0.21,88.98
23538,0h8min27s,0.19,90.55
24441,0h8min45s,0.18,89.98
25441,0h9min5s,0.18,90.86
26499,0h9min30s,0.18,93.47
27412,0h9min53s,0.18,94.98
28280,0h10min13s,0.22,93.14
29211,0h10min35s,0.24,95.49
30159,0h10min55s,0.24,94.47
31183,0h11min18s,0.27,95.33
32307,0h11min43s,0.26,97.08
33206,0h12min3s,0.27,98.55
34369,0h12min29s,0.28,104.27
35400,0h12min51s,0.29,103.75
36354,0h13min11s,0.28,103.35
37348,0h13min34s,0.28,100.8
38363,0h13min56s,0.28,103.08
39311,0h14min17s,0.25,99.63
40156,0h14min36s,0.24,95.22
40973,0h14min55s,0.22,92.53
41903,0h15min15s,0.2,91.27
42833,0h15min37s,0.18,91.16
43833,0h15min58s,0.19,89.37
44873,0h16min22s,0.21,94.45
45459,0h16min37s,0.2,89.92
46255,0h16min53s,0.22,85.73
47151,0h17min11s,0.23,86.63
48157,0h17min32s,0.23,86.75
48992,0h17min50s,0.2,83.14
49724,0h18min8s,0.19,84.16
50473,0h18min24s,0.19,84.43
51368,0h18min43s,0.19,84.65
52310,0h19min7s,0.19,81.98
53088,0h19min25s,0.19,82.41
54064,0h19min46s,0.19,87.06
55115,0h20min9s,0.18,92.98
56196,0h20min32s,0.16,96.63
57185,0h20min53s,0.15,97.55
58185,0h21min17s,0.17,101.45
59118,0h21min40s,0.18,101.06
60196,0h22min5s,0.21,101.14
61273,0h22min31s,0.21,101.51
62385,0h22min57s,0.24,103.92
63325,0h23min17s,0.22,102.75
64396,0h23min42s,0.21,106.96
65208,0h24min2s,0.18,100.24
66141,0h24min24s,0.19,97.41
67033,0h24min45s,0.17,93.1
67947,0h25min7s,0.14,92.59
68931,0h25min30s,0.14,90.88
69508,0h25min46s,0.14,86.27
70415,0h26min6s,0.11,85.76
71310,0h26min28s,0.13,85.04
72239,0h26min52s,0.14,86.12
73174,0h27min15s,0.16,86.27
74073,0h27min37s,0.18,90.1
75205,0h28min5s,0.21,95.88
76212,0h28min29s,0.19,98.08
77195,0h28min53s,0.2,99.14
78309,0h29min24s,0.2,101.08
79046,0h29min41s,0.2,99.47
80015,0h30min7s,0.2,96.27
80954,0h30min30s,0.19,94.94
81803,0h30min49s,0.2,92.31
82588,0h31min8s,0.19,85.86
83738,0h31min38s,0.18,93.96
84588,0h31min58s,0.16,93.51
85507,0h32min19s,0.13,91.24
