Wall time,Step,Value
1736346087.9037082,500,-408.485107421875
1736346286.9262323,1000,-97.72276306152344
1736346338.2406127,1500,2.763021945953369
1736346353.098298,2000,3.031346082687378
1736346361.1164112,2500,3.2304792404174805
1736346361.6453967,3000,3.349245548248291
1736346362.2969255,3500,3.625479221343994
1736346362.905753,4000,3.9234955310821533
1736346363.5187182,4500,4.088011264801025
1736346364.1537325,5000,4.1213297843933105
1736346364.8821676,5500,4.074606895446777
1736346365.557877,6000,4.12078857421875
1736346366.487202,6500,4.22641134262085
1736346367.1186795,7000,4.297441482543945
1736346367.716674,7500,4.246609210968018
1736346368.817637,8000,4.154940605163574
1736346369.35134,8500,4.181304931640625
1736346369.9692144,9000,4.2768354415893555
1736346370.4716477,9500,4.281803131103516
1736346370.988765,10000,4.297969818115234
