Wall time,Step,Value
1736346148.5095544,500,-368.4923095703125
1736346262.6964517,1000,-37.54524612426758
1736346319.5480852,1500,-16.90241050720215
1736346341.08748,2000,-16.128599166870117
1736346341.7746623,2500,-5.60911226272583
1736346342.412614,3000,4.803757667541504
1736346343.0319097,3500,5.190321922302246
1736346344.8619025,4000,5.719456672668457
1736346346.8134427,4500,5.795471668243408
1736346347.3593206,5000,5.8423261642456055
1736346347.878505,5500,5.940741539001465
1736346348.399983,6000,6.0553202629089355
1736346348.9215472,6500,6.021632671356201
1736346349.4602187,7000,5.988533973693848
1736346350.0003896,7500,6.013897895812988
1736346350.5799112,8000,6.1324543952941895
1736346351.0761623,8500,6.170230865478516
1736346351.579894,9000,6.17750358581543
1736346352.090335,9500,6.233227252960205
1736346352.5990472,10000,6.2669830322265625
