Wall time,Step,Value
1736347393.9050765,500,-438.5220947265625
1736347457.835002,1000,-17.226428985595703
1736347485.6318755,1500,3.2511723041534424
1736347494.5606186,2000,3.9886555671691895
1736347503.591504,2500,-5.594909191131592
1736347504.2364547,3000,4.687117099761963
1736347508.8780339,3500,4.820145606994629
1736347509.4745696,4000,4.967103004455566
1736347518.0988705,4500,5.003029823303223
1736347522.218755,5000,5.031367301940918
1736347522.7717834,5500,5.159811973571777
1736347523.3496244,6000,5.287037372589111
1736347527.8802419,6500,5.2784743309021
1736347528.4266806,7000,5.243820667266846
1736347529.0198479,7500,5.324441432952881
1736347529.9712822,8000,5.369393825531006
1736347530.6842842,8500,5.336226940155029
1736347531.3504894,9000,5.245699405670166
1736347531.9872568,9500,5.201370716094971
1736347533.1985068,10000,5.299050331115723
