Wall time,Step,Value
1736340795.9538631,500,-398.5602722167969
1736340931.76099,1000,-37.67569351196289
1736341028.2637868,1500,-17.241012573242188
1736341052.367764,2000,-6.854240417480469
1736341061.156139,2500,-16.56301498413086
1736341118.255498,3000,-6.347184181213379
1736341189.8023813,3500,3.6644930839538574
1736341251.7160459,4000,-6.278595924377441
1736341324.058432,4500,-6.192455291748047
1736341387.3132088,5000,3.851595401763916
1736341394.7004213,5500,3.917343854904175
1736341398.409778,6000,3.9010019302368164
1736341402.3130767,6500,3.866098642349243
1736341406.4085462,7000,3.9418931007385254
1736341410.0795817,7500,3.9305715560913086
1736341413.479482,8000,4.036146640777588
1736341416.2605758,8500,4.063952445983887
1736341419.9685197,9000,4.132071495056152
1736341423.9285486,9500,4.110378265380859
1736341427.2009714,10000,4.071021556854248
