Wall time,Step,Value
1736340481.1565104,500,-394.1052551269531
1736340607.5212421,1000,-27.531269073486328
1736340647.231716,1500,2.9818592071533203
1736340657.220919,2000,3.2458083629608154
1736340659.0112367,2500,-6.590512752532959
1736340662.3631794,3000,-6.4256062507629395
1736340663.960902,3500,3.7012946605682373
1736340669.938566,4000,3.7117207050323486
1736340673.0994143,4500,3.823884963989258
1736340674.8871238,5000,3.902848243713379
1736340678.4863436,5500,3.9492766857147217
1736340680.2097929,6000,3.882568597793579
1736340686.1430624,6500,3.8805630207061768
1736340688.637756,7000,3.9502482414245605
1736340690.4657488,7500,4.01690673828125
1736340692.4455826,8000,4.0491814613342285
1736340695.8679903,8500,4.099223613739014
1736340698.1724796,9000,4.0528998374938965
1736340699.9991834,9500,4.016902446746826
1736340701.9394078,10000,4.083272457122803
