Wall time,Step,Value
1736339412.72615,500,-335.6521911621094
1736339800.537405,1000,-17.751541137695312
1736339993.5326834,1500,2.5266060829162598
1736340052.1010046,2000,2.561282157897949
1736340101.5910776,2500,2.685136556625366
1736340133.5860834,3000,2.8628108501434326
1736340149.1980605,3500,3.13179349899292
1736340151.5171945,4000,3.3095593452453613
1736340157.8422122,4500,3.577042579650879
1736340182.1384368,5000,3.6174533367156982
1736340192.9623384,5500,3.7879583835601807
1736340204.3041463,6000,3.8375096321105957
1736340215.0711691,6500,3.9014904499053955
1736340226.0072758,7000,3.9311652183532715
1736340237.3054633,7500,3.9343156814575195
1736340239.1650596,8000,4.0245137214660645
1736340242.2291543,8500,4.0773420333862305
1736340245.290716,9000,4.06431245803833
1736340247.62361,9500,3.9954936504364014
1736340249.959173,10000,4.024815082550049
