n_steps,time,mean_reward
182,0h1min4s,0.59
363,0h2min5s,0.64
563,0h3min6s,0.66
772,0h4min8s,0.68
1014,0h5min11s,0.71
1243,0h6min14s,0.74
1488,0h7min18s,0.77
1740,0h8min19s,0.81
1978,0h9min20s,0.83
2220,0h10min20s,0.83
2480,0h11min22s,0.84
2764,0h12min22s,0.84
3044,0h13min23s,0.84
3310,0h14min26s,0.82
3612,0h15min26s,0.85
3950,0h16min28s,0.86
4248,0h17min30s,0.87
4575,0h18min32s,0.88
4901,0h19min33s,0.88
5192,0h20min33s,0.9
5505,0h21min36s,0.89
5816,0h22min37s,0.88
6152,0h23min37s,0.9
6545,0h24min39s,0.89
6931,0h25min40s,0.9
7439,0h26min40s,0.92
7894,0h27min42s,0.93
8309,0h28min42s,0.93
8790,0h29min43s,0.93
9374,0h30min46s,0.94
9889,0h31min47s,0.95
10362,0h32min47s,0.95
10801,0h33min48s,0.95
11263,0h34min50s,0.95
11771,0h35min51s,0.95
12211,0h36min52s,0.95
12772,0h37min54s,0.96
13331,0h38min55s,0.97
13818,0h39min55s,0.97
14340,0h40min57s,0.97
14970,0h41min57s,0.98
15536,0h43min0s,0.99
16142,0h44min2s,0.98
16772,0h45min2s,0.99
17364,0h46min3s,0.99
17987,0h47min3s,0.98
18612,0h48min3s,0.98
19282,0h49min5s,0.97
20138,0h50min5s,0.96
20769,0h51min6s,0.96
21544,0h52min7s,0.97
22624,0h53min8s,1.0
23554,0h54min9s,1.0
24629,0h55min10s,0.99
25648,0h56min10s,0.99
