n_steps,time,mean_reward
144,0h1min5s,0.66
297,0h2min8s,0.7
453,0h3min12s,0.68
637,0h4min14s,0.7
810,0h5min15s,0.72
1004,0h6min17s,0.73
1214,0h7min20s,0.76
1419,0h8min22s,0.78
1617,0h9min24s,0.81
1836,0h10min25s,0.83
2047,0h11min28s,0.86
2273,0h12min29s,0.87
2516,0h13min31s,0.88
2752,0h14min35s,0.88
3024,0h15min39s,0.89
3258,0h16min42s,0.89
3503,0h17min44s,0.89
3802,0h18min45s,0.89
4087,0h19min48s,0.89
4411,0h20min50s,0.9
4677,0h21min52s,0.9
4947,0h22min54s,0.9
5259,0h23min56s,0.91
5584,0h24min56s,0.92
5938,0h25min58s,0.93
6248,0h26min58s,0.93
6584,0h27min59s,0.93
6936,0h29min2s,0.92
7276,0h30min2s,0.92
7634,0h31min2s,0.92
8035,0h32min5s,0.93
8482,0h33min5s,0.94
8894,0h34min6s,0.94
9223,0h35min7s,0.94
9598,0h36min12s,0.96
9996,0h37min13s,0.95
10437,0h38min14s,0.94
10984,0h39min14s,0.93
11538,0h40min14s,0.94
12266,0h41min16s,0.95
13179,0h42min16s,0.96
14574,0h43min16s,0.96
16834,0h44min19s,0.98
19653,0h45min19s,0.99
24068,0h46min20s,0.99
34181,0h47min20s,1.0
43574,0h48min20s,0.99
51284,0h49min21s,1.0
67096,0h50min21s,0.98
96334,0h51min21s,1.0
133368,0h52min21s,1.0
153906,0h53min21s,1.0
197466,0h54min22s,1.0
252318,0h55min22s,1.0
306588,0h56min22s,1.0
