n_steps,time,mean_reward
128,0h1min0s,0.44
301,0h2min4s,0.52
501,0h3min7s,0.6
711,0h4min9s,0.65
943,0h5min13s,0.69
1159,0h6min15s,0.73
1369,0h7min17s,0.79
1592,0h8min19s,0.83
1835,0h9min21s,0.85
2088,0h10min24s,0.86
2342,0h11min26s,0.87
2598,0h12min28s,0.87
2897,0h13min29s,0.88
3261,0h14min30s,0.88
3557,0h15min30s,0.88
3922,0h16min32s,0.9
4273,0h17min34s,0.9
4658,0h18min35s,0.92
5071,0h19min36s,0.92
5502,0h20min37s,0.92
5912,0h21min38s,0.93
6534,0h22min39s,0.94
7066,0h23min40s,0.95
7596,0h24min41s,0.96
8293,0h25min42s,0.96
8915,0h26min42s,0.97
9781,0h27min42s,0.98
10898,0h28min44s,0.98
11778,0h29min46s,0.98
12920,0h30min46s,0.98
13927,0h31min46s,0.98
15026,0h32min46s,0.99
17026,0h33min46s,0.99
19553,0h34min47s,0.99
22789,0h35min48s,1.0
25881,0h36min49s,0.99
28996,0h37min50s,1.0
31375,0h38min50s,0.99
33276,0h39min51s,1.0
36400,0h40min51s,1.0
41278,0h41min51s,1.0
46161,0h42min52s,1.0
52969,0h43min52s,1.0
61326,0h44min53s,0.99
66154,0h45min53s,1.0
71746,0h46min54s,1.0
83047,0h47min54s,1.0
98252,0h48min54s,1.0
106256,0h49min55s,1.0
117506,0h50min56s,1.0
125186,0h51min57s,1.0
142536,0h52min57s,1.0
171619,0h53min57s,1.0
208346,0h54min57s,1.0
222757,0h55min57s,1.0
244519,0h56min57s,1.0
