n_steps,time,mean_reward
145,0h1min2s,0.58
321,0h2min4s,0.58
510,0h3min5s,0.64
705,0h4min9s,0.65
912,0h5min12s,0.67
1126,0h6min17s,0.7
1343,0h7min18s,0.74
1565,0h8min21s,0.79
1818,0h9min25s,0.81
2082,0h10min28s,0.84
2357,0h11min32s,0.87
2639,0h12min34s,0.88
2938,0h13min36s,0.88
3250,0h14min37s,0.89
3557,0h15min38s,0.89
3875,0h16min38s,0.89
4228,0h17min39s,0.89
4618,0h18min41s,0.89
5023,0h19min44s,0.9
5332,0h20min46s,0.91
5707,0h21min47s,0.91
6095,0h22min48s,0.91
6495,0h23min48s,0.92
6941,0h24min51s,0.93
7477,0h25min53s,0.93
8017,0h26min53s,0.93
8678,0h27min54s,0.94
9361,0h28min54s,0.95
10131,0h29min54s,0.95
10765,0h30min55s,0.96
11787,0h31min55s,0.96
12858,0h32min56s,0.96
14166,0h33min57s,0.97
16305,0h34min58s,0.97
19290,0h35min59s,0.98
27335,0h37min1s,0.99
36823,0h38min2s,0.99
50427,0h39min5s,1.0
70166,0h40min5s,1.0
99049,0h41min5s,1.0
132086,0h42min5s,1.0
166001,0h43min5s,1.0
197230,0h44min5s,1.0
221255,0h45min5s,1.0
248004,0h46min5s,1.0
282887,0h47min5s,1.0
308617,0h48min5s,1.0
340014,0h49min5s,1.0
376210,0h50min5s,1.0
410947,0h51min5s,1.0
443620,0h52min5s,1.0
471358,0h53min6s,1.0
498958,0h54min6s,1.0
529351,0h55min6s,1.0
562204,0h56min6s,1.0
