Wall time,Step,Value
1736331676.5114102,500,-198.73904418945312
1736331735.5817733,1000,-8.221920013427734
1736331776.6077993,1500,-8.1404447555542
1736331777.8603938,2000,-8.093249320983887
1736331795.7574189,2500,-28.11266326904297
1736331810.9018698,3000,1.998594045639038
1736331828.2100067,3500,2.0051157474517822
1736331846.0928414,4000,1.9988932609558105
1736331847.4311123,4500,2.0071442127227783
1736331852.4950135,5000,2.0229978561401367
1736331853.6080847,5500,2.0185952186584473
1736331854.7200747,6000,2.015207052230835
1736331855.8433952,6500,2.0299861431121826
1736331856.9314945,7000,2.0285778045654297
1736331858.0125906,7500,2.0312771797180176
1736331859.1121156,8000,2.0288920402526855
1736331860.2621057,8500,2.0342512130737305
1736331861.366429,9000,2.0425660610198975
1736331862.4699318,9500,2.0517337322235107
1736331863.611156,10000,2.0514252185821533
