Wall time,Step,Value
1736332549.2361774,500,-148.76368713378906
1736332589.8544955,1000,-48.37643051147461
1736332598.824931,1500,-18.20779037475586
1736332600.0340862,2000,-8.126699447631836
1736332601.2145667,2500,1.974744200706482
1736332606.390028,3000,-8.025971412658691
1736332607.5596817,3500,-8.021025657653809
1736332609.0354023,4000,2.0114948749542236
1736332614.060256,4500,2.013631582260132
1736332615.1576347,5000,2.0046889781951904
1736332616.4341593,5500,2.0227160453796387
1736332617.6955755,6000,2.0278429985046387
1736332618.8427744,6500,2.0387260913848877
1736332619.9986658,7000,-7.989843845367432
1736332621.2213435,7500,-7.973505973815918
1736332622.4465275,8000,2.047421932220459
1736332623.6058044,8500,2.044342517852783
1736332624.7768202,9000,2.0390312671661377
1736332626.0640554,9500,2.054976224899292
1736332627.322523,10000,2.0483458042144775
