Wall time,Step,Value
1736301061.770782,500,257.9715576171875
1736301531.1810572,1000,581.0322875976562
1736301683.613257,1500,661.3173217773438
1736301841.1005204,2000,581.3819580078125
1736301926.9581668,2500,701.4684448242188
1736301972.7169244,3000,561.54638671875
1736301987.5596128,3500,601.5930786132812
1736301998.233905,4000,801.6740112304688
1736302000.4943078,4500,801.678955078125
1736302002.7940784,5000,801.70556640625
1736302022.013257,5500,861.690673828125
1736302070.46267,6000,841.674072265625
1736302106.446568,6500,941.6707153320312
1736302141.8394914,7000,901.6454467773438
1736302198.26169,7500,841.6508178710938
1736302208.810724,8000,901.6692504882812
1736302228.266267,8500,941.7254638671875
1736302244.3348246,9000,961.7793579101562
1736302271.9517686,9500,981.8461303710938
1736302278.263828,10000,981.8804931640625
