Wall time,Step,Value
1736301183.1678832,500,271.07159423828125
1736301858.6906736,1000,681.0401000976562
1736302408.8012686,1500,741.226318359375
1736302613.3502252,2000,741.407958984375
1736302776.1838202,2500,701.4901123046875
1736302893.943716,3000,661.5735473632812
1736302952.1901994,3500,661.611083984375
1736302993.2011445,4000,761.638671875
1736303038.8285415,4500,721.6265258789062
1736303101.0715466,5000,621.6117553710938
1736303134.9867775,5500,641.5534057617188
1736303154.2803185,6000,781.60009765625
1736303157.866942,6500,801.6607666015625
1736303198.883209,7000,821.6332397460938
1736303206.9660068,7500,861.6900634765625
1736303235.375184,8000,901.7518920898438
1736303241.8435316,8500,901.7308349609375
1736303244.1086605,9000,961.7404174804688
1736303262.1846516,9500,961.825927734375
1736303273.2936366,10000,961.8382568359375
