Wall time,Step,Value
1736301546.4346128,500,421.0362548828125
1736302088.442208,1000,820.9440307617188
1736302298.4871044,1500,901.10302734375
1736302535.220569,2000,961.1311645507812
1736302764.7220414,2500,981.1016845703125
1736302883.771219,3000,921.0755615234375
1736302966.5476503,3500,861.0117797851562
1736303049.9008443,4000,820.9261474609375
1736303133.778694,4500,680.8853149414062
1736303188.4508417,5000,780.9100341796875
1736303346.623105,5500,860.9698486328125
1736303423.47908,6000,941.060546875
1736303552.1527345,6500,921.12744140625
1736303621.6445503,7000,881.2376708984375
1736303662.0509846,7500,821.3514404296875
1736303705.4747958,8000,741.3989868164062
1736303743.5119896,8500,761.4320068359375
1736303790.4351137,9000,761.514892578125
1736303817.0233657,9500,741.5183715820312
1736303831.358441,10000,821.5339965820312
