n_steps,time,mean_reward
102,0h1min0s,0.54
144,0h2min25s,0.59
309,0h3min31s,0.6
431,0h4min32s,0.57
564,0h5min34s,0.55
766,0h6min37s,0.56
991,0h7min41s,0.59
1232,0h8min43s,0.62
1460,0h9min44s,0.66
1743,0h10min47s,0.72
1985,0h11min49s,0.75
2250,0h12min51s,0.76
2557,0h13min54s,0.75
2863,0h14min57s,0.76
3151,0h15min58s,0.74
3438,0h16min59s,0.73
3746,0h18min0s,0.75
4051,0h19min1s,0.73
4375,0h20min2s,0.75
4710,0h21min3s,0.77
5139,0h22min3s,0.78
5512,0h23min4s,0.83
5908,0h24min4s,0.84
6310,0h25min4s,0.87
6850,0h26min5s,0.86
7423,0h27min7s,0.88
7944,0h28min8s,0.91
8529,0h29min9s,0.92
9112,0h30min10s,0.95
9610,0h31min10s,0.96
10216,0h32min11s,0.95
10901,0h33min12s,0.94
11517,0h34min14s,0.95
12131,0h35min16s,0.96
12803,0h36min16s,0.97
13601,0h37min17s,0.96
14466,0h38min18s,0.98
15578,0h39min19s,0.96
16802,0h40min20s,0.98
18020,0h41min21s,0.97
19321,0h42min21s,0.97
21038,0h43min21s,0.97
22746,0h44min23s,0.99
24854,0h45min23s,0.99
