n_steps,time,mean_reward
93,0h1min2s,0.45
230,0h2min3s,0.55
389,0h3min10s,0.62
574,0h4min11s,0.65
768,0h5min13s,0.68
968,0h6min15s,0.7
1158,0h7min18s,0.75
1360,0h8min19s,0.78
1613,0h9min20s,0.8
1895,0h10min21s,0.79
2191,0h11min22s,0.8
2534,0h12min23s,0.8
2859,0h13min24s,0.82
3221,0h14min25s,0.84
3581,0h15min26s,0.86
3975,0h16min31s,0.87
4324,0h17min32s,0.88
4776,0h18min33s,0.89
5230,0h19min34s,0.89
5697,0h20min35s,0.91
6229,0h21min37s,0.91
6694,0h22min38s,0.93
7162,0h23min40s,0.93
7669,0h24min42s,0.95
8293,0h25min43s,0.93
9038,0h26min44s,0.91
9938,0h27min45s,0.91
11310,0h28min46s,0.92
13394,0h29min47s,0.97
16097,0h30min48s,0.97
20064,0h31min48s,0.97
25353,0h32min48s,0.97
44883,0h33min48s,1.0
67504,0h34min48s,1.0
108552,0h35min48s,1.0
152165,0h36min48s,0.99
208870,0h37min48s,1.0
278362,0h38min48s,1.0
334299,0h39min48s,1.0
406619,0h40min48s,1.0
476467,0h41min48s,1.0
552057,0h42min48s,1.0
617229,0h43min48s,1.0
690545,0h44min48s,1.0
767662,0h45min48s,1.0
