n_steps,time,mean_reward
30,0h2min44s,0.48
141,0h3min47s,0.46
247,0h4min49s,0.43
307,0h6min54s,0.44
327,0h9min44s,0.41
428,0h10min45s,0.41
520,0h12min24s,0.42
529,0h14min24s,0.42
556,0h15min26s,0.43
742,0h16min28s,0.44
806,0h17min48s,0.45
1052,0h18min54s,0.48
1141,0h21min28s,0.49
1387,0h22min35s,0.52
1570,0h24min30s,0.55
1867,0h25min33s,0.58
2071,0h28min7s,0.61
2451,0h29min10s,0.63
2829,0h32min1s,0.66
