n_steps,time,mean_reward
37,0h1min20s,0.32
42,0h3min58s,0.29
63,0h5min3s,0.28
89,0h7min52s,0.3
250,0h8min54s,0.29
315,0h9min56s,0.3
367,0h13min29s,0.31
650,0h14min32s,0.34
794,0h15min33s,0.37
977,0h17min9s,0.38
1024,0h18min40s,0.4
1157,0h21min7s,0.42
1351,0h24min9s,0.43
1742,0h25min18s,0.47
