Wall time,Step,mean_reward,time,mean_reward1
0.0,500,0.45,0h0min0s,-599.8047485351562
1684.058643579483,1000,0.41,0h28min4s,-179.6385955810547
2510.334507703781,1500,0.63,0h41min50s,260.4090576171875
3216.2097704410558,2000,0.71,0h53min36s,420.7058715820313
3632.969538450241,2500,0.77,1h0min32s,540.8413696289062
4092.062029361725,3000,0.81,1h8min12s,620.935302734375
4240.394323587418,3500,0.85,1h10min40s,700.9287109375
4416.071932077408,4000,0.77,1h13min36s,540.94677734375
4532.298449754715,4500,0.85,1h15min32s,701.038818359375
4674.291942358017,5000,0.86,1h17min54s,721.0135498046875
4775.105539560318,5500,0.84,1h19min35s,681.0353393554688
4876.642966747284,6000,0.87,1h21min16s,741.046630859375
5013.693851947784,6500,0.84,1h23min33s,681.0223388671875
5113.193774461746,7000,0.87,1h25min13s,740.9247436523438
5218.423670768738,7500,0.93,1h26min58s,861.0535278320312
5316.330388069153,8000,0.94,1h28min36s,881.130859375
5422.846006393433,8500,0.91,1h30min22s,821.0798950195312
5532.180409669876,9000,0.91,1h32min12s,821.09423828125
5632.123838663101,9500,0.93,1h33min52s,861.1182861328125
5731.621055364609,10000,0.96,1h35min31s,921.103271484375
5830.417903661728,10500,0.95,1h37min10s,901.0824584960938
5991.062509775162,11000,0.96,1h39min51s,921.1292114257812
6089.132030248642,11500,0.96,1h41min29s,921.1484985351562
6187.452022790909,12000,0.95,1h43min7s,901.0910034179688
6287.930778980255,12500,0.95,1h44min47s,901.0460815429688
6397.966374158859,13000,0.94,1h46min37s,881.0852661132812
6497.249016284943,13500,0.96,1h48min17s,921.1290893554688
6597.120791196823,14000,0.97,1h49min57s,941.0960693359376
6697.635943651199,14500,0.96,1h51min37s,921.0533447265624
6796.909204483032,15000,0.95,1h53min16s,901.0947265625
6896.55992102623,15500,0.95,1h54min56s,901.0869140625
6996.667493343353,16000,0.96,1h56min36s,921.1282958984376
7097.696472644806,16500,0.96,1h58min17s,921.1138305664062
7198.205618858337,17000,0.99,1h59min58s,981.1380615234376
7299.374406576157,17500,0.99,2h1min39s,981.12890625
7400.118084430695,18000,0.98,2h3min20s,961.114501953125
